,0,1,2,3,4,5,6,7,8,9
148,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657
149,37084,37084,37084,37084,37084,37084,37084,37084,37084,37084
150,41872,41872,41872,41872,41872,41872,41872,41872,41872,41872
151,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837
152,8048,8048,8048,8048,8048,8048,8048,8048,8048,8048
153,12119,12119,12119,12119,12119,12119,12119,12119,12119,12119
154,59238,59238,59238,59238,59238,59238,59238,59238,59238,59238
155,9044,9044,9044,9044,9044,9044,9044,9044,9044,9044
156,2552,2552,2552,2552,2552,2552,2552,2552,2552,2552
157,3238,3238,3238,3238,3238,3238,3238,3238,3238,3238
158,217,217,217,217,217,217,217,217,217,217
159,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100
160,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703
161,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001
162,29067,29067,29067,29067,29067,29067,29067,29067,29067,29067
163,56040,56040,56040,56040,56040,56040,56040,56040,56040,56040
164,197269,197269,197269,197269,197269,197269,197269,197269,197269,197269
165,27733,27733,27733,27733,27733,27733,27733,27733,27733,27733
166,21050,21050,21050,21050,21050,21050,21050,21050,21050,21050
167,9186,9186,9186,9186,9186,9186,9186,9186,9186,9186
168,6167,6167,6167,6167,6167,6167,6167,6167,6167,6167
169,24651,24651,24651,24651,24651,24651,24651,24651,24651,24651
170,39762,39762,39762,39762,39762,39762,39762,39762,39762,39762
171,39886,39886,39886,39886,39886,39886,39886,39886,39886,39886
172,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450
173,12333,12333,12333,12333,12333,12333,12333,12333,12333,12333
174,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500
175,14430,14430,14430,14430,14430,14430,14430,14430,14430,14430
176,15598,15598,15598,15598,15598,15598,15598,15598,15598,15598
177,36492,36492,36492,36492,36492,36492,36492,36492,36492,36492
178,47155,47155,47155,47155,47155,47155,47155,47155,47155,47155
179,63834,63834,63834,63834,63834,63834,63834,63834,63834,63834
180,57069,57069,57069,57069,57069,57069,57069,57069,57069,57069
181,27831,27831,27831,27831,27831,27831,27831,27831,27831,27831
182,16247,16247,16247,16247,16247,16247,16247,16247,16247,16247
183,39923,39923,39923,39923,39923,39923,39923,39923,39923,39923
