,X,Y,ASN,Peer IP,Continent,Colors
37.49.236.27,0.8515768,2.1247196,57199,37.49.236.27,Europe,3
37.49.236.32,-4.9953523,7.8210154,34177,37.49.236.32,Europe,3
37.49.236.34,-9.339726,3.912269,35360,37.49.236.34,Europe,3
37.49.236.36,-6.2695656,7.9581995,16347,37.49.236.36,Europe,3
37.49.236.55,-7.931423,4.377097,35600,37.49.236.55,Europe,3
37.49.236.58,-7.123629,20.32947,8220,37.49.236.58,Europe,3
37.49.236.61,-4.7046876,6.3661776,8426,37.49.236.61,Europe,3
37.49.236.71,-13.0702715,20.334402,34019,37.49.236.71,Europe,3
37.49.236.89,-14.994863,63.44369,15830,37.49.236.89,Europe,3
37.49.236.97,-5.6889453,3.899636,41157,37.49.236.97,Europe,3
37.49.237.143,-8.477379,9.461476,50628,37.49.237.143,Europe,3
37.49.237.175,-6.1839128,6.310872,199524,37.49.237.175,Europe,3
37.49.237.176,-14.994863,63.44369,714,37.49.237.176,North America,2
37.49.237.180,2.024041,25.738676,6461,37.49.237.180,North America,2
37.49.237.194,11.950851,-22.025389,204708,37.49.237.194,Europe,3
37.49.237.228,-6.5991592,5.713842,39533,37.49.237.228,Europe,3
37.49.237.231,-7.784591,5.9475894,35426,37.49.237.231,Europe,3
37.49.237.239,-4.3298306,8.317112,37721,37.49.237.239,Africa,0
37.49.237.46,-4.4534616,8.560546,56665,37.49.237.46,Europe,3
37.49.237.83,-19.022612,24.524525,25091,37.49.237.83,Europe,3
38.19.140.162,-7.0976105,6.34779,54574,38.19.140.162,North America,2
43.251.115.197,-6.159936,1.6228198,132825,43.251.115.197,Oceania,6
45.116.179.212,-7.0023947,5.172071,55720,45.116.179.212,Asia,1
45.134.89.1,-21.962614,7.1442075,34927,45.134.89.1,Europe,3
45.14.68.30,-17.641108,64.295815,139589,45.14.68.30,Asia,1
45.14.68.69,-9.893025,2.3553374,206499,45.14.68.69,Europe,3
45.146.4.16,-8.171873,4.1622157,44103,45.146.4.16,Europe,3
45.154.96.254,-12.14226,-4.1870666,208709,45.154.96.254,Europe,3
45.183.45.1,-11.5778,-1.1877534,64116,45.183.45.1,South America,4
45.61.0.85,-5.9213176,6.3434887,22652,45.61.0.85,North America,2
45.65.244.1,-11.765964,0.9998913,265721,45.65.244.1,North America,2
49.12.70.222,-9.105989,-2.0561666,44393,49.12.70.222,Europe,3
5.178.95.254,-8.139211,4.659851,59919,5.178.95.254,Europe,3
5.188.4.211,-19.519,0.9175917,46997,5.188.4.211,North America,2
5.255.90.109,-11.039717,2.9558244,202365,5.255.90.109,Asia,1
5.57.80.113,-6.3480043,4.2478957,15692,5.57.80.113,Europe,3
5.57.80.146,-11.839406,63.860737,49375,5.57.80.146,Europe,3
5.57.80.165,-12.112361,67.860664,35313,5.57.80.165,Asia,1
5.57.80.174,-0.51287305,3.0533617,28792,5.57.80.174,Europe,3
5.57.80.210,-24.228312,15.759987,8218,5.57.80.210,Europe,3
5.57.81.174,-17.084867,72.67653,34790,5.57.81.174,Europe,3
5.57.81.186,-7.511753,6.864223,6894,5.57.81.186,Europe,3
5.57.81.21,-26.27493,2.439407,6908,5.57.81.21,Europe,3
5.57.81.216,-6.284177,7.0751066,35266,5.57.81.216,Europe,3
5.57.81.253,-11.839406,63.860737,59816,5.57.81.253,Europe,3
5.57.81.57,-20.347897,65.914894,714,5.57.81.57,North America,2
5.57.81.76,-7.0377617,5.154152,36924,5.57.81.76,Africa,0
64.246.96.5,-5.5671425,5.942707,20205,64.246.96.5,North America,2
72.22.223.9,-10.555182,2.3423572,11708,72.22.223.9,North America,2
79.143.241.12,-6.012684,4.8435073,29608,79.143.241.12,Europe,3
80.249.208.104,-18.002193,66.89153,3292,80.249.208.104,Europe,3
80.249.208.106,-0.023006579,7.797948,6830,80.249.208.106,Europe,3
80.249.208.107,-14.994863,63.44369,20495,80.249.208.107,Europe,3
80.249.208.111,-5.207437,7.176178,30132,80.249.208.111,North America,2
80.249.208.112,-18.57546,69.47159,41327,80.249.208.112,Europe,3
80.249.208.116,-14.494726,68.0981,6730,80.249.208.116,Europe,3
80.249.208.122,1.1394119,12.8507395,6461,80.249.208.122,North America,2
80.249.208.126,-11.140583,65.802216,24875,80.249.208.126,Europe,3
80.249.208.149,-6.559587,7.348901,15435,80.249.208.149,Europe,3
80.249.208.160,-16.679544,68.82016,5466,80.249.208.160,Europe,3
80.249.208.162,-15.534694,65.7883,49544,80.249.208.162,Europe,3
80.249.208.165,-16.29211,67.56797,12414,80.249.208.165,Europe,3
80.249.208.171,-17.641108,64.295815,15703,80.249.208.171,Europe,3
80.249.208.180,-17.641108,64.295815,9031,80.249.208.180,Europe,3
80.249.208.189,-4.5422654,8.587054,20562,80.249.208.189,Europe,3
80.249.208.200,-5.9332457,7.552273,12859,80.249.208.200,Europe,3
80.249.208.208,5.114885,10.347834,12956,80.249.208.208,Europe,3
80.249.208.209,-7.8542137,6.4929104,51088,80.249.208.209,Europe,3
80.249.208.215,-20.65623,68.14974,16265,80.249.208.215,Europe,3
80.249.208.233,-13.204387,65.9056,31027,80.249.208.233,Europe,3
80.249.208.236,-7.123629,20.32947,8220,80.249.208.236,Europe,3
80.249.208.250,-20.65623,68.14974,42,80.249.208.250,North America,2
80.249.208.34,-2.4126184,8.187327,1103,80.249.208.34,Europe,3
80.249.208.49,-8.319843,4.8657393,1140,80.249.208.49,Europe,3
80.249.208.51,-14.994863,63.44369,8708,80.249.208.51,Europe,3
80.249.208.66,-20.347897,65.914894,5583,80.249.208.66,Europe,3
80.249.208.87,3.2645936,8.910646,6774,80.249.208.87,Europe,3
80.249.208.95,-18.002193,66.89153,5413,80.249.208.95,Europe,3
80.249.209.104,-18.002193,66.89153,5524,80.249.209.104,Europe,3
80.249.209.115,-15.534694,65.7883,32934,80.249.209.115,North America,2
80.249.209.119,-11.832262,71.350105,13101,80.249.209.119,Europe,3
80.249.209.145,-27.705894,1.5906096,6908,80.249.209.145,Europe,3
80.249.209.150,11.006187,22.56227,6939,80.249.209.150,North America,2
80.249.209.164,-13.228894,70.1166,32934,80.249.209.164,North America,2
80.249.209.167,3.757771,12.236571,6453,80.249.209.167,North America,2
80.249.209.17,-18.57546,69.47159,12779,80.249.209.17,Europe,3
80.249.209.176,-5.4308424,7.380597,14907,80.249.209.176,North America,2
80.249.209.255,-4.7144094,8.334322,3214,80.249.209.255,Europe,3
80.249.209.53,-24.228312,15.759987,8218,80.249.209.53,Europe,3
80.249.209.74,-13.204387,65.9056,21263,80.249.209.74,Europe,3
80.249.209.89,-4.725612,13.057948,8966,80.249.209.89,Asia,1
80.249.210.134,-12.395621,20.458014,34019,80.249.210.134,Europe,3
80.249.210.137,-15.534694,65.7883,21320,80.249.210.137,Europe,3
80.249.210.150,-5.0992546,7.769634,199524,80.249.210.150,Europe,3
80.249.210.153,-3.973442,9.115896,24482,80.249.210.153,Asia,1
80.249.210.156,-5.8385596,6.6878,6233,80.249.210.156,North America,2
80.249.210.163,-5.434051,8.068815,51185,80.249.210.163,Europe,3
80.249.210.189,-4.0488825,8.818378,37721,80.249.210.189,Africa,0
80.249.210.208,-3.3844433,7.1830106,29467,80.249.210.208,Europe,3
80.249.210.70,-5.3987865,7.477617,50673,80.249.210.70,Europe,3
80.249.210.78,-2.7264624,8.620943,59605,80.249.210.78,Asia,1
80.249.210.85,-4.8876333,27.699535,25160,80.249.210.85,Europe,3
80.249.210.89,-15.755927,70.55918,31042,80.249.210.89,Europe,3
80.249.210.99,-7.6815305,-0.8848399,50763,80.249.210.99,Europe,3
80.249.211.160,-18.002193,66.89153,714,80.249.211.160,North America,2
80.249.211.161,-3.8726907,6.727548,8283,80.249.211.161,Europe,3
80.249.211.198,-14.494726,68.0981,6866,80.249.211.198,Asia,1
80.249.211.217,-4.5532374,7.23626,8455,80.249.211.217,Europe,3
80.249.211.237,-6.6412654,6.4972444,199938,80.249.211.237,Europe,3
80.249.211.82,-15.755927,70.55918,200020,80.249.211.82,Europe,3
80.249.213.102,-13.692654,14.39386,47147,80.249.213.102,Europe,3
80.249.213.107,4.8260984,3.5695703,60501,80.249.213.107,Europe,3
80.249.213.136,-13.755513,72.06966,44684,80.249.213.136,Europe,3
80.249.214.179,-15.274834,72.75446,199181,80.249.214.179,Europe,3
80.67.167.1,0.8515768,2.1247196,57199,80.67.167.1,Europe,3
80.77.16.114,-5.079402,9.171218,34549,80.77.16.114,Europe,3
80.81.192.100,-14.494726,68.0981,9063,80.81.192.100,Europe,3
80.81.192.11,-18.57546,69.47159,5413,80.81.192.11,Europe,3
80.81.192.113,1.1877633,-3.3788884,35320,80.81.192.113,Europe,3
80.81.192.121,-0.14895725,10.799273,1239,80.81.192.121,North America,2
80.81.192.123,-14.494726,68.0981,8560,80.81.192.123,Europe,3
80.81.192.13,-25.524418,18.07022,8218,80.81.192.13,Europe,3
80.81.192.138,-19.4132,71.63458,15600,80.81.192.138,Europe,3
80.81.192.162,-5.156154,8.020488,24961,80.81.192.162,Europe,3
80.81.192.168,-15.534694,65.7883,20940,80.81.192.168,Europe,3
80.81.192.172,12.1538105,24.738598,6939,80.81.192.172,North America,2
80.81.192.173,-14.494726,68.0981,21320,80.81.192.173,Europe,3
80.81.192.175,-5.0486617,7.4827085,553,80.81.192.175,Europe,3
80.81.192.187,3.8442774,20.865467,33891,80.81.192.187,Europe,3
80.81.192.191,-2.5586686,-5.631952,8551,80.81.192.191,Asia,1
80.81.192.194,1.1287729,9.371672,6762,80.81.192.194,Europe,3
80.81.192.207,-15.534694,65.7883,12713,80.81.192.207,Europe,3
80.81.192.222,-5.796206,6.5366926,680,80.81.192.222,Europe,3
80.81.192.228,-6.1193867,13.158802,8966,80.81.192.228,Asia,1
80.81.192.231,-9.508475,-0.10665293,57695,80.81.192.231,North America,2
80.81.192.244,-27.714539,1.5855582,6908,80.81.192.244,Europe,3
80.81.192.250,-19.915508,63.68909,21263,80.81.192.250,Europe,3
80.81.192.28,-14.494726,68.0981,20940,80.81.192.28,Europe,3
80.81.192.3,-17.641108,64.295815,21473,80.81.192.3,Europe,3
80.81.192.46,10.535985,10.326799,2914,80.81.192.46,North America,2
80.81.192.49,-17.641108,64.295815,5430,80.81.192.49,Europe,3
80.81.192.52,-13.228894,70.1166,60169,80.81.192.52,Europe,3
80.81.192.6,-10.236848,67.61542,8365,80.81.192.6,Europe,3
80.81.192.61,-7.123629,20.32947,8220,80.81.192.61,Europe,3
80.81.192.69,-19.915508,63.68909,8447,80.81.192.69,Europe,3
80.81.192.78,0.008180996,16.571415,8359,80.81.192.78,Europe,3
80.81.192.79,-18.779144,62.132763,21385,80.81.192.79,Europe,3
80.81.192.83,-13.204387,65.9056,13101,80.81.192.83,Europe,3
80.81.192.87,-17.796793,71.4298,8708,80.81.192.87,Europe,3
80.81.193.139,-2.1792681,6.088978,48362,80.81.193.139,Europe,3
80.81.193.141,-4.2792454,7.400955,14061,80.81.193.141,North America,2
80.81.193.145,-12.586407,19.625347,34019,80.81.193.145,Europe,3
80.81.193.153,-12.112361,67.860664,6866,80.81.193.153,Asia,1
80.81.193.18,-4.2134876,9.172418,24482,80.81.193.18,Asia,1
80.81.193.194,-5.27273,8.120266,48919,80.81.193.194,Europe,3
80.81.193.252,-5.3973584,8.577981,199524,80.81.193.252,Europe,3
80.81.193.61,-7.123629,20.32947,8220,80.81.193.61,Europe,3
80.81.193.65,-10.044887,4.716383,51184,80.81.193.65,Europe,3
80.81.194.100,-6.6559505,10.7267475,47692,80.81.194.100,Europe,3
80.81.194.119,-5.5239973,7.661779,34288,80.81.194.119,Europe,3
80.81.194.131,-5.9078803,9.452369,20811,80.81.194.131,Europe,3
80.81.194.140,-5.312279,8.273519,25220,80.81.194.140,Europe,3
80.81.194.186,-11.207122,27.802652,12779,80.81.194.186,Europe,3
80.81.194.190,-15.534694,65.7883,31042,80.81.194.190,Europe,3
80.81.194.213,-4.2097983,9.769906,3214,80.81.194.213,Europe,3
80.81.194.215,-11.114373,69.54223,42708,80.81.194.215,Europe,3
80.81.194.26,3.2685752,26.13541,6461,80.81.194.26,North America,2
80.81.194.40,-18.002193,66.89153,32934,80.81.194.40,North America,2
80.81.194.45,-8.645633,4.174911,205112,80.81.194.45,Europe,3
80.81.194.59,-6.27133,8.281129,29140,80.81.194.59,Europe,3
80.81.194.79,-18.57546,69.47159,31027,80.81.194.79,Europe,3
80.81.194.83,2.883398,7.1719875,50384,80.81.194.83,Europe,3
80.81.195.14,5.3732386,7.718404,60501,80.81.195.14,Europe,3
80.81.195.143,-4.390149,14.396463,51185,80.81.195.143,Europe,3
80.81.195.146,-11.177722,-7.1921964,209102,80.81.195.146,Europe,3
80.81.195.166,-13.395528,14.187553,47147,80.81.195.166,Europe,3
80.81.195.171,-8.455544,0.046308715,64475,80.81.195.171,Europe,3
80.81.195.178,-9.254943,4.1429195,206356,80.81.195.178,Europe,3
80.81.195.219,-6.615387,-0.47427958,58057,80.81.195.219,Europe,3
80.81.195.241,-11.003816,4.989321,49697,80.81.195.241,Europe,3
80.81.195.252,-25.387877,111.39496,18403,80.81.195.252,Asia,1
80.81.195.35,-6.8796144,-3.7776551,35710,80.81.195.35,Europe,3
80.81.195.40,-20.347897,65.914894,32934,80.81.195.40,North America,2
80.81.195.98,-5.581928,7.391317,6233,80.81.195.98,North America,2
80.81.196.120,-3.59522,8.598769,37721,80.81.196.120,Africa,0
80.81.196.146,-13.037957,62.23699,41327,80.81.196.146,Europe,3
80.81.196.156,-6.5125513,9.107086,34927,80.81.196.156,Europe,3
80.81.196.189,-5.1774173,7.9157248,21412,80.81.196.189,Europe,3
80.81.196.197,-8.15985,13.098499,58299,80.81.196.197,Europe,3
80.81.196.225,-8.796202,1.8791614,213151,80.81.196.225,Europe,3
80.81.196.239,-18.57546,69.47159,59890,80.81.196.239,Europe,3
80.81.196.241,-4.946389,9.650754,206499,80.81.196.241,Europe,3
86.104.125.1,6.8816934,19.979696,39107,86.104.125.1,Europe,3
86.104.125.108,-16.723362,4.4817805,33823,86.104.125.108,Europe,3
86.104.125.113,-7.4853954,4.8794045,35505,86.104.125.113,Europe,3
86.104.125.130,0.62392604,61.31103,8075,86.104.125.130,North America,2
86.104.125.132,2.0352428,66.28392,203929,86.104.125.132,Europe,3
86.104.125.145,-13.469584,4.406376,3233,86.104.125.145,Europe,3
86.104.125.156,-15.991513,6.95806,48571,86.104.125.156,Europe,3
86.104.125.167,1.7242347,68.33338,6830,86.104.125.167,Europe,3
86.104.125.170,-15.9277315,6.8830614,203574,86.104.125.170,Europe,3
86.104.125.47,-7.277461,3.7418451,39668,86.104.125.47,Europe,3
86.104.125.53,-10.717091,3.89521,57050,86.104.125.53,Europe,3
86.104.125.59,-8.5380335,3.6777782,56430,86.104.125.59,Europe,3
86.104.125.66,-18.049124,3.8039308,35267,86.104.125.66,Europe,3
86.104.125.67,1.7242347,68.33338,10310,86.104.125.67,North America,2
86.104.125.81,-15.071741,6.3985744,31554,86.104.125.81,Europe,3
86.104.125.93,-6.8195963,5.534804,31313,86.104.125.93,Europe,3
86.104.125.97,-10.523823,17.486576,8220,86.104.125.97,Europe,3
89.234.186.6,-7.3334074,4.1015,204092,89.234.186.6,Europe,3
91.132.202.2,-6.8767257,-3.8198142,35710,91.132.202.2,Europe,3
91.206.52.103,-10.291516,3.5572386,196621,91.206.52.103,Europe,3
91.206.52.109,-7.4047813,8.143525,198385,91.206.52.109,Europe,3
91.206.52.115,3.2685752,26.13541,6461,91.206.52.115,North America,2
91.206.52.116,-25.53588,18.547443,8218,91.206.52.116,Europe,3
91.206.52.117,-18.356707,23.448421,25091,91.206.52.117,Europe,3
91.206.52.126,-16.762903,-18.506119,20612,91.206.52.126,Europe,3
91.206.52.127,-16.763035,-18.506428,20612,91.206.52.127,Europe,3
91.206.52.130,-8.157465,13.095497,58299,91.206.52.130,Europe,3
91.206.52.141,-7.423599,0.7950205,59891,91.206.52.141,Europe,3
91.206.52.149,-5.5373697,10.8097105,15547,91.206.52.149,Europe,3
91.206.52.15,-5.754977,5.9946547,15623,91.206.52.15,Europe,3
91.206.52.157,-8.23396,3.451295,48550,91.206.52.157,Europe,3
91.206.52.17,-5.931494,6.979979,31424,91.206.52.17,Europe,3
91.206.52.172,-8.169667,17.01351,8220,91.206.52.172,Europe,3
91.206.52.177,-7.3332114,4.4972787,58057,91.206.52.177,Europe,3
91.206.52.180,-2.7280104,7.2997837,62167,91.206.52.180,Europe,3
91.206.52.197,-6.1599994,5.679891,51873,91.206.52.197,Europe,3
91.206.52.205,-4.173199,9.26685,24482,91.206.52.205,Asia,1
91.206.52.216,-6.450882,3.3628626,202032,91.206.52.216,Europe,3
91.206.52.219,-2.5446553,10.990168,60501,91.206.52.219,Europe,3
91.206.52.233,-13.108823,20.358358,34019,91.206.52.233,Europe,3
91.206.52.236,-5.066396,1.2854995,34927,91.206.52.236,Europe,3
91.206.52.246,-8.880473,3.204552,51786,91.206.52.246,Europe,3
91.206.52.32,-8.781293,4.6800823,21232,91.206.52.32,Europe,3
91.206.52.38,-19.508972,12.95409,59890,91.206.52.38,Europe,3
91.206.52.40,-1.695799,6.1193795,48362,91.206.52.40,Europe,3
91.206.52.5,-13.392167,14.184705,47147,91.206.52.5,Europe,3
91.206.52.57,-8.295689,2.335849,51184,91.206.52.57,Europe,3
91.206.52.60,-6.7478786,5.3824377,202194,91.206.52.60,Europe,3
91.206.52.68,-8.4156885,3.0960288,12307,91.206.52.68,Europe,3
91.206.52.9,-6.8488617,5.693555,29691,91.206.52.9,Europe,3
91.206.52.90,-7.1992965,5.234376,59414,91.206.52.90,Europe,3
91.206.52.94,-0.52894855,67.669525,1836,91.206.52.94,Europe,3
91.206.53.12,-10.193787,5.706041,50869,91.206.53.12,Europe,3
91.212.242.251,-8.7555,3.6449916,49420,91.212.242.251,Europe,3
93.159.141.1,-8.919114,4.8494406,49102,93.159.141.1,Europe,3
93.159.187.1,-7.6812468,1.8007872,205148,93.159.187.1,,5
94.177.122.233,-18.819609,-6.8377867,60474,94.177.122.233,Europe,3
94.177.122.242,-18.819609,-6.837787,35619,94.177.122.242,,5
94.177.122.245,1.7242347,68.33338,47422,94.177.122.245,Europe,3
94.177.122.251,-7.330265,4.495577,58057,94.177.122.251,Europe,3
94.247.111.254,-11.22561,1.8148167,49673,94.247.111.254,Europe,3
97.107.176.1,-0.52894855,67.669525,6391,97.107.176.1,North America,2
