,X,Y,ASN,Continent,Colors
158,15.098537,-31.926716,158,North America,3
45011,53.068634,11.911793,45011,Europe,1
57084,3.163633,-8.656651,57084,Europe,1
44034,-2.2201817,-49.28213,44034,Europe,1
29518,39.208397,-24.106627,29518,Europe,1
206114,13.637886,-32.797386,206114,Europe,1
16117,-21.120623,-47.195423,16117,Europe,1
197564,51.006622,7.7386155,197564,Europe,1
42675,-14.501965,-25.129616,42675,Europe,1
198612,13.202255,-34.2601,198612,Europe,1
200675,68.74817,13.635485,200675,Europe,1
3301,55.178326,8.814143,3301,Europe,1
58317,-63.46447,-1.0809745,58317,Europe,1
39651,13.508803,-33.610542,39651,Europe,1
47155,50.32901,12.550382,47155,Europe,1
12552,48.90287,-17.101645,12552,Europe,1
59702,44.16769,-23.361813,59702,Europe,1
31642,-4.9509788,-43.576904,31642,Europe,1
33885,59.515392,16.615297,33885,Europe,1
60396,43.58055,45.627304,60396,Europe,1
15782,52.403206,12.15627,15782,Europe,1
62094,-40.627377,-22.38238,62094,Europe,1
34385,2.4371908,-9.365775,34385,Europe,1
42708,-20.184475,-45.889603,42708,Europe,1
30880,-20.465475,-46.277416,30880,Europe,1
210140,-40.754208,-33.688595,210140,Europe,1
8674,44.31057,47.954426,8674,Europe,1
47698,-47.968983,-13.809585,47698,Europe,1
16375,-20.34349,-46.20497,16375,Europe,1
25417,12.592029,-35.44178,25417,Europe,1
1880,12.453344,-0.8943801,1880,Europe,1
50168,43.591465,46.931873,50168,Europe,1
42695,-40.109287,-33.852184,42695,Europe,1
3246,-14.140605,-27.39333,3246,Europe,1
33837,37.38214,-26.167473,33837,Europe,1
42303,14.602215,-36.18225,42303,Europe,1
35100,53.313282,13.2597685,35100,Europe,1
44769,43.85391,-22.63833,44769,Europe,1
39648,-28.180569,-25.215628,39648,Europe,1
31337,14.248405,-31.71554,31337,Europe,1
204847,-26.987577,-24.044676,204847,Europe,1
34622,14.929931,-32.808636,34622,Europe,1
41753,-20.017776,-46.02465,41753,Europe,1
42622,16.630814,-32.20544,42622,Europe,1
200460,-62.03481,-0.8883829,200460,Europe,1
206774,-39.41665,-33.49514,206774,Europe,1
207825,-61.758896,-1.076067,207825,Europe,1
2843,-54.852646,-5.3961253,2843,Europe,1
51929,-40.666622,-33.0879,51929,Europe,1
51132,-71.95718,21.974178,51132,Europe,1
4773,12.594701,24.490192,4773,Asia,0
56300,13.208921,9.312085,56300,Asia,0
38001,25.276485,37.11771,38001,Asia,0
9506,0.9421281,11.636829,9506,Asia,0
4844,12.823484,9.197444,4844,Asia,0
18106,28.299358,-12.365957,18106,Asia,0
23855,28.252268,-13.255821,23855,Asia,0
141235,16.083654,8.331499,141235,Asia,0
24482,34.512978,41.347992,24482,Asia,0
133959,-13.962139,-7.297559,133959,Europe,1
133136,-25.48026,-11.763904,133136,Asia,0
209792,12.074823,9.016434,209792,Asia,0
135014,-14.001232,-7.3015585,135014,Asia,0
4657,12.879024,23.804266,4657,Asia,0
135134,-62.110886,5.2988615,135134,Asia,0
37989,-64.56645,15.231365,37989,Asia,0
59253,-64.40268,20.051807,59253,Asia,0
50288,53.69092,-22.003366,50288,Europe,1
3326,71.29886,32.754044,3326,Europe,1
29067,52.35587,16.973886,29067,Europe,1
25229,65.961555,33.68581,25229,Europe,1
56622,48.653683,-11.751817,56622,,6
48438,55.87507,21.480877,48438,Europe,1
208139,13.469893,-44.26978,208139,Europe,1
15895,69.53034,33.70973,15895,Europe,1
48471,38.589905,2.6773534,48471,Europe,1
197318,60.03221,25.700373,197318,Europe,1
21500,37.384186,0.87402296,21500,Europe,1
8788,55.91028,21.643219,8788,Europe,1
205515,-8.938213,-53.4399,205515,Europe,1
13188,68.85542,33.25108,13188,Europe,1
39608,68.657364,33.200554,39608,Europe,1
49889,25.992308,-7.4547615,49889,Europe,1
34867,55.90033,20.72476,34867,Europe,1
6703,12.611967,-43.474815,6703,Europe,1
34743,39.314716,-1.1095899,34743,Europe,1
57033,3.375986,-45.655743,57033,Europe,1
34814,57.897972,23.212616,34814,Europe,1
31272,53.61335,38.106426,31272,Europe,1
30886,-64.77156,-12.376511,30886,Europe,1
12963,47.251995,-3.781966,12963,Europe,1
35714,51.433342,16.527042,35714,Europe,1
42905,47.468456,-3.481725,42905,Europe,1
51943,38.858875,-0.2466057,51943,Europe,1
44600,-49.148205,-25.774418,44600,Europe,1
47513,56.238766,24.308344,47513,Europe,1
6849,35.541702,-5.501643,6849,Europe,1
24725,51.0041,42.80008,24725,Europe,1
12773,62.872013,10.5278425,12773,Europe,1
41710,66.37776,33.319023,41710,Europe,1
15497,38.138046,-0.17924754,15497,Europe,1
51124,-14.71029,-33.009968,51124,Europe,1
197159,53.81283,-20.25901,197159,Europe,1
49337,38.641937,2.186514,49337,Europe,1
44539,62.16437,10.676893,44539,Europe,1
35731,54.320408,21.493341,35731,Europe,1
31725,38.531635,-1.5343552,31725,Europe,1
34056,55.398254,21.084612,34056,Europe,1
21379,10.941236,-45.815125,21379,Europe,1
43320,4.0268455,-41.97242,43320,Europe,1
8779,56.70113,22.016157,8779,Europe,1
48957,56.71934,23.729023,48957,Europe,1
28773,57.36237,21.518957,28773,Europe,1
35352,30.502613,-5.0285616,35352,Europe,1
13032,52.684544,37.09734,13032,Europe,1
49824,-53.931347,-22.840729,49824,Europe,1
34605,53.81512,38.16387,34605,Europe,1
41709,49.353935,-23.154102,41709,Europe,1
198754,-14.939445,-33.07846,198754,Europe,1
6789,53.422443,-20.661598,6789,Europe,1
48756,28.741663,-4.902785,48756,Europe,1
56649,52.26262,-24.975975,56649,Europe,1
31633,5.1849046,-40.168354,31633,Europe,1
12662,3.9559915,-41.556335,12662,Europe,1
3255,40.020443,-1.9293935,3255,Europe,1
15626,66.65835,31.214422,15626,Europe,1
56433,-29.834896,-38.473995,56433,Europe,1
16066,22.767859,-11.234906,16066,Europe,1
47889,-23.062105,-26.664337,47889,Europe,1
57670,40.1832,-1.5879116,57670,Europe,1
52191,11.666875,-26.570126,52191,Europe,1
29632,51.19432,41.68684,29632,Europe,1
43384,18.68059,-19.41802,43384,Europe,1
50012,38.69675,3.3978555,50012,Europe,1
34187,47.175785,-4.5399823,34187,Europe,1
52212,37.9796,-2.0452032,52212,Europe,1
56639,66.74231,31.011112,56639,Europe,1
50392,53.939335,37.923183,50392,Europe,1
21131,42.273605,-12.901589,21131,Europe,1
47678,42.525963,-3.987493,47678,Europe,1
21390,36.772392,0.804751,21390,Europe,1
197738,3.9554074,-43.006157,197738,Europe,1
49588,44.16581,-11.150367,49588,Europe,1
41360,-67.20644,-12.752811,41360,Europe,1
25133,56.88706,25.27303,25133,Europe,1
44673,40.17281,-25.732203,44673,Europe,1
62360,62.134327,10.666556,62360,Europe,1
41009,48.446655,-2.7232819,41009,Europe,1
39399,-70.992516,-1.9666886,39399,Europe,1
35320,47.102753,-11.894887,35320,Europe,1
41096,57.200214,21.215883,41096,Europe,1
48437,-52.52428,-23.695227,48437,Europe,1
28681,39.974667,-3.634246,28681,Europe,1
25521,42.421043,-6.830233,25521,Europe,1
41018,52.868095,37.212307,41018,Europe,1
48683,65.36369,34.203712,48683,Europe,1
48217,42.397728,-9.543111,48217,Europe,1
35804,2.4056256,-50.42531,35804,Europe,1
39422,57.567616,23.510721,39422,Europe,1
212003,2.740497,-41.763866,212003,Europe,1
39862,-59.973778,-18.126143,39862,Europe,1
41871,-59.08636,-4.7156444,41871,Europe,1
15683,39.299755,-2.4675221,15683,Europe,1
9205,-53.44811,-23.6202,9205,Europe,1
196957,36.79286,-0.9908913,196957,Europe,1
35362,38.47501,-0.9322217,35362,Europe,1
201776,-65.23306,-25.26766,201776,Europe,1
49223,41.237316,-4.232353,49223,Europe,1
59536,-50.248302,-25.309708,59536,Europe,1
1820,55.09937,22.538654,1820,North America,3
211101,52.06017,-24.322687,211101,,6
47203,-41.411095,-36.35221,47203,Europe,1
47283,-15.835335,-33.745274,47283,Europe,1
196638,2.2858794,-48.328457,196638,Europe,1
50633,52.900227,17.554916,50633,Europe,1
39762,-51.35329,36.380997,39762,Europe,1
35530,-65.11345,-12.495658,35530,Europe,1
45025,52.115185,-24.425764,45025,Europe,1
205028,-51.314846,-24.506496,205028,Europe,1
41435,-52.73931,-23.60712,41435,Europe,1
35067,13.760982,-47.135677,35067,Europe,1
31148,66.44352,33.180107,31148,Europe,1
43312,-65.03206,-13.295912,43312,Europe,1
6877,-55.560783,-19.92118,6877,Europe,1
6846,-53.982475,-24.514532,6846,Europe,1
204619,-53.781353,-22.987335,204619,Europe,1
12593,-50.6356,-24.776257,12593,Europe,1
31069,-72.61643,15.867996,31069,Europe,1
35297,-47.329796,-32.939857,35297,Europe,1
57049,-64.07555,37.569954,57049,Europe,1
61344,-69.55991,33.27356,61344,Europe,1
20971,-66.22777,-12.648088,20971,Europe,1
213024,-58.931213,-21.634706,213024,Europe,1
6876,-63.956432,-13.018847,6876,Europe,1
199995,-70.46218,-2.8596408,199995,Europe,1
43380,-71.95585,10.171027,43380,Europe,1
49465,-64.56853,38.080643,49465,Europe,1
61297,-61.539993,36.83839,61297,Europe,1
5738,-4.6484513,5.3671155,5738,North America,3
11427,6.934993,16.957647,11427,North America,3
7922,27.201092,31.102005,7922,North America,3
32097,2.404339,33.333736,32097,North America,3
33097,-9.255179,25.440811,33097,North America,3
27017,5.164416,20.201986,27017,North America,3
20115,13.381315,18.903278,20115,North America,3
8047,-3.6046035,8.743982,8047,North America,3
398447,-2.554329,29.970133,398447,North America,3
209,28.26679,31.145372,209,North America,3
2914,26.58513,31.744793,2914,North America,3
32890,-50.9035,2.931864,32890,North America,3
6597,17.439705,16.804903,6597,North America,3
10745,22.672756,34.435593,10745,North America,3
6134,-55.451496,18.533281,6134,North America,3
7782,-0.1580759,25.398693,7782,North America,3
20001,9.636014,19.119865,20001,North America,3
8029,-54.96979,-2.5457783,8029,North America,3
46375,11.565259,27.028925,46375,North America,3
1289,-18.826065,6.1330175,1289,North America,3
299,-54.28123,0.385575,299,North America,3
46562,6.366961,12.5158825,46562,North America,3
16409,10.221848,32.599792,16409,North America,3
26046,-38.541615,-4.034024,26046,North America,3
15038,14.815049,19.4405,15038,North America,3
40098,-2.2283652,14.483233,40098,North America,3
40497,-7.622408,24.616255,40497,North America,3
16591,-5.9241505,27.659428,16591,North America,3
11090,-34.844116,3.508992,11090,North America,3
36444,17.52911,39.83675,36444,North America,3
22342,7.2329516,17.984869,22342,North America,3
21700,19.155882,34.4213,21700,North America,3
5650,26.287043,30.194723,5650,North America,3
20055,5.184827,20.226791,20055,North America,3
40809,17.306522,37.411423,40809,North America,3
54390,2.669472,-9.1205,54390,North America,3
23473,0.21063642,10.453908,23473,North America,3
14615,-21.256887,7.430825,14615,North America,3
11351,8.236977,17.290142,11351,North America,3
395685,8.180739,14.086013,395685,North America,3
11426,7.2139196,16.917356,11426,North America,3
30475,-0.57700396,17.039717,30475,North America,3
5739,-0.09038002,13.124163,5739,North America,3
13925,-1.471813,31.657757,13925,North America,3
63056,16.917717,39.426517,63056,North America,3
11776,8.749979,10.724266,11776,North America,3
6939,-31.018686,4.5791264,6939,North America,3
21928,-24.922812,-10.909654,21928,North America,3
26830,-35.503014,-4.7217975,26830,North America,3
4128,12.386871,28.241823,4128,Europe,1
53907,-47.30471,-7.683443,53907,North America,3
210,-38.61196,-3.922987,210,North America,3
27364,12.387668,13.764652,27364,North America,3
15267,-33.875282,3.5678115,15267,North America,3
10796,7.7325253,16.919743,10796,North America,3
10886,18.533499,35.98713,10886,North America,3
26167,16.993887,38.152145,26167,North America,3
15011,-52.395126,2.5937374,15011,North America,3
11488,9.364636,32.367134,11488,North America,3
16881,8.309896,22.321167,16881,North America,3
30600,-6.674184,25.992935,30600,North America,3
52,-2.1994393,10.1735,52,North America,3
46416,-31.570164,-0.021487266,46416,North America,3
4181,-42.585243,-9.914313,4181,North America,3
30607,12.318341,10.57168,30607,North America,3
19009,-42.618755,-7.66646,19009,North America,3
3450,9.541342,35.56681,3450,North America,3
30036,10.682393,15.877136,30036,North America,3
397412,-42.39347,-7.3335805,397412,North America,3
18663,-23.419258,14.564943,18663,North America,3
1909,16.326736,41.79819,1909,North America,3
17306,-24.143467,7.34997,17306,North America,3
3130,-60.378754,2.3480613,3130,Europe,1
6128,7.979371,14.282081,6128,North America,3
46293,10.977047,11.135507,46293,North America,3
19108,12.061635,14.02695,19108,North America,3
395257,-32.460087,3.1057763,395257,North America,3
11232,8.255473,26.121685,11232,North America,3
36149,-0.11345437,9.35313,36149,North America,3
1734,11.622623,27.08569,1734,North America,3
14949,6.9035277,26.011223,14949,North America,3
6079,-8.228787,-17.748295,6079,North America,3
33363,-21.751856,14.453364,33363,North America,3
6167,8.305861,23.22965,6167,North America,3
14291,9.003621,23.76524,14291,North America,3
208590,-1.9228703,30.705832,208590,Europe,1
33438,14.203139,31.896566,33438,North America,3
13807,-53.56284,3.8060265,13807,North America,3
23481,-24.23947,7.8098197,23481,North America,3
10242,-3.3022738,26.014658,10242,North America,3
12083,13.383883,16.034655,12083,North America,3
2552,-14.867439,8.60375,2552,North America,3
200386,-34.270103,-2.7120883,200386,Europe,1
10961,12.795701,31.144066,10961,North America,3
394972,-50.757507,-4.624465,394972,North America,3
203020,16.14174,33.66451,203020,Asia,0
4922,15.221191,16.423944,4922,North America,3
32329,-5.578942,24.988611,32329,North America,3
30298,-20.400915,5.888421,30298,North America,3
17054,18.623917,38.9428,17054,North America,3
397990,-52.662167,5.5422797,397990,North America,3
11051,3.521338,10.169086,11051,North America,3
46309,13.656713,31.382465,46309,North America,3
19165,-27.529366,2.284565,19165,North America,3
11039,17.877836,15.076543,11039,North America,3
396105,-59.989845,4.4852643,396105,North America,3
46997,-1.5367981,17.775185,46997,North America,3
16,-1.8371955,8.69207,16,North America,3
4385,-1.003006,7.5568237,4385,North America,3
207609,-62.75223,11.288272,207609,North America,3
2495,1.2417911,32.284473,2495,North America,3
33588,-3.9200196,7.843619,33588,North America,3
11404,5.4308667,20.387325,11404,North America,3
3,-0.363439,11.03199,3,North America,3
393856,-40.354404,-8.180704,393856,North America,3
5006,17.106016,34.98933,5006,North America,3
11994,-41.323475,-3.4332168,11994,North America,3
7795,-30.084038,-13.06736,7795,North America,3
19750,17.336123,34.780453,19750,North America,3
6360,-2.3874385,9.8280735,6360,North America,3
29962,-30.480915,3.7549129,29962,North America,3
6181,5.560757,12.713123,6181,North America,3
398355,-21.446012,8.879347,398355,North America,3
22742,9.484753,13.4664545,22742,North America,3
17378,5.1945443,9.838604,17378,North America,3
7753,-9.777025,24.401653,7753,North America,3
17356,8.3190975,27.066551,17356,North America,3
7029,5.138317,11.6585245,7029,North America,3
6510,-28.509476,-0.61991423,6510,North America,3
32363,-9.7493,23.89682,32363,North America,3
15108,-51.740616,3.280795,15108,North America,3
13781,-41.521767,-7.514292,13781,North America,3
14430,-20.647766,7.7111034,14430,North America,3
398960,-2.2845964,30.104937,398960,North America,3
19969,-0.814231,28.910093,19969,North America,3
19528,5.9194555,16.925348,19528,North America,3
54858,-4.1729183,7.859254,54858,North America,3
3927,12.18458,28.876877,3927,Europe,1
19653,-15.078045,8.356295,19653,North America,3
4474,-0.2686897,16.488802,4474,North America,3
217,-0.57169074,11.397293,217,North America,3
13728,-24.684263,6.595526,13728,North America,3
393552,-33.81937,2.8757405,393552,North America,3
16668,-6.149455,28.30124,16668,North America,3
3676,-26.55112,-13.532647,3676,North America,3
10838,2.6536784,19.053751,10838,North America,3
14371,-53.87031,2.7416549,14371,North America,3
7247,-1.482173,31.38593,7247,North America,3
63242,-31.30105,0.52961355,63242,North America,3
53824,17.459091,40.773308,53824,North America,3
7850,-33.37147,-2.8872478,7850,North America,3
19255,18.773771,39.014694,19255,North America,3
11525,-31.523767,2.6073136,11525,North America,3
394197,-31.248308,-2.6265612,394197,North America,3
3663,8.548164,19.79192,3663,North America,3
32,-0.7431024,31.410635,32,North America,3
64230,-41.320072,-4.6386123,64230,North America,3
10364,-54.797844,-0.29707474,10364,North America,3
23316,-25.863419,2.005742,23316,North America,3
1246,-7.108258,23.23257,1246,North America,3
395823,-2.3826616,27.354578,395823,North America,3
4,-12.861723,-4.295986,4,North America,3
35891,-32.104404,3.241958,35891,North America,3
54869,-32.486076,-4.287598,54869,North America,3
212647,-53.58968,-1.2585877,212647,North America,3
15088,7.6797924,16.244303,15088,North America,3
31978,-24.777315,-3.4335067,31978,North America,3
237,0.7207971,13.821916,237,North America,3
557,-0.29984856,12.231774,557,North America,3
23089,-55.005165,5.2505145,23089,North America,3
40764,-36.694492,1.5009954,40764,North America,3
27,8.013434,24.50057,27,North America,3
53488,-59.354748,7.9103246,53488,North America,3
36198,-3.029917,17.184217,36198,North America,3
11381,-37.71554,-13.314492,11381,North America,3
32425,3.4156396,33.692795,32425,North America,3
12177,-25.194918,-3.081186,12177,North America,3
40328,8.276328,27.623388,40328,North America,3
26793,-36.146355,2.1815398,26793,North America,3
53591,-22.178658,-2.458626,53591,North America,3
55,-16.98071,-2.835736,55,North America,3
396507,-2.239165,27.650597,396507,North America,3
25885,-37.460197,-13.640008,25885,North America,3
54613,10.5447235,7.932555,54613,North America,3
20057,-13.268332,9.47335,20057,North America,3
30640,3.536642,17.145344,30640,North America,3
12271,8.23988,18.932732,12271,North America,3
15301,-2.8710642,25.869118,15301,North America,3
104,-27.86121,-2.6152785,104,North America,3
19045,-53.0698,26.983255,19045,North America,3
63479,-30.618546,-2.6748276,63479,North America,3
18779,9.351445,15.265465,18779,North America,3
5078,-63.92999,22.082603,5078,North America,3
7828,9.416708,32.422882,7828,North America,3
59,-2.946054,6.517335,59,North America,3
14618,-51.44597,34.22279,14618,North America,3
395853,-30.28583,-14.936295,395853,North America,3
33083,-16.446608,-3.5457036,33083,North America,3
18516,-29.917381,-2.791155,18516,North America,3
62642,-59.562145,1.5420287,62642,North America,3
46690,-37.165844,-4.607717,46690,North America,3
395748,-40.342545,-6.7159843,395748,North America,3
10279,-37.459774,-11.059892,10279,North America,3
26827,-46.69006,-7.2699003,26827,North America,3
13331,13.545169,39.035618,13331,North America,3
21699,20.134552,40.36634,21699,North America,3
395354,-21.433306,-15.156238,395354,North America,3
13830,-57.682854,15.856119,13830,North America,3
54594,-35.739758,3.1632493,54594,North America,3
393275,-40.988583,-8.002216,393275,North America,3
15165,-37.28989,4.3689184,15165,North America,3
2381,-3.0772116,6.4568725,2381,North America,3
12231,-34.987206,-3.0691836,12231,North America,3
6364,-62.22716,28.841322,6364,North America,3
63311,-4.6322103,9.781948,63311,North America,3
26457,-53.64185,34.028427,26457,North America,3
14773,-39.84577,-11.430487,14773,North America,3
12276,11.584867,17.021551,12276,North America,3
6373,6.4878936,17.528616,6373,North America,3
393522,-52.902657,30.120466,393522,North America,3
62759,-50.63928,1.9352545,62759,North America,3
12119,-12.725744,9.389549,12119,North America,3
397142,-23.78214,6.464569,397142,North America,3
42615,-27.673683,2.4161947,42615,North America,3
29933,-27.67626,0.71118224,29933,North America,3
33182,-25.772303,14.884369,33182,North America,3
11708,-32.725277,-1.2230858,11708,North America,3
22458,-5.1439133,3.7834983,22458,North America,3
34553,-62.705147,11.310182,34553,North America,3
40285,-54.41931,19.112524,40285,North America,3
23118,-38.221783,0.88591725,23118,North America,3
31841,-53.834793,3.8663306,31841,North America,3
396362,-59.241398,21.654898,396362,North America,3
11492,-27.658916,-11.834024,11492,North America,3
267,0.91498715,10.8412285,267,North America,3
137909,-64.57948,28.771238,137909,Europe,1
46303,-56.071945,2.3589995,46303,North America,3
201106,-59.516483,16.873528,201106,Europe,1
55286,-61.70006,23.047844,55286,North America,3
25,-42.176765,-2.6067395,25,North America,3
12110,-53.93935,-1.1599491,12110,North America,3
32899,-32.824036,2.938212,32899,North America,3
395662,-38.35959,-10.634309,395662,North America,3
31922,-40.093838,-7.891343,31922,North America,3
11215,6.1147976,9.772445,11215,North America,3
23483,-42.680874,-2.449912,23483,North America,3
33080,10.732581,20.758303,33080,North America,3
394380,-59.934372,21.683958,394380,North America,3
55145,-55.121216,-2.3312147,55145,North America,3
32181,-60.634453,3.150367,32181,North America,3
60011,-61.539864,18.105682,60011,Europe,1
30707,-58.131954,2.9528143,30707,North America,3
20326,-38.436996,-13.776313,20326,North America,3
11114,-58.89631,2.5973196,11114,North America,3
212047,-61.07111,29.439354,212047,Europe,1
22438,-57.48579,2.8620973,22438,North America,3
26292,-64.03329,21.472412,26292,North America,3
54825,-61.712635,20.642967,54825,North America,3
53755,-61.466446,20.366713,53755,North America,3
395954,-61.493977,21.262058,395954,North America,3
209864,-40.56141,-0.73385847,209864,Europe,1
21565,-37.40302,-11.149682,21565,North America,3
3912,-55.022655,5.357461,3912,North America,3
11607,-64.020706,22.937666,11607,North America,3
20135,-48.05986,-7.1175184,20135,North America,3
396969,-51.70719,35.568356,396969,North America,3
17210,-52.38536,3.295885,17210,North America,3
63018,-61.65071,14.973932,63018,North America,3
26347,-59.15037,17.31077,26347,North America,3
2152,-62.179325,18.729362,2152,North America,3
398065,-52.640663,5.4362397,398065,North America,3
15142,-54.007843,17.372244,15142,North America,3
32160,-54.853657,17.730503,32160,North America,3
30041,-63.135384,17.16382,30041,North America,3
7203,-59.960354,20.123844,7203,North America,3
35908,-37.419285,-13.113293,35908,North America,3
31863,-58.70391,21.519722,31863,North America,3
396190,-59.55669,20.19428,396190,North America,3
399748,-52.475967,3.3311079,399748,,6
10381,-28.802622,0.049221884,10381,North America,3
64238,-32.221153,4.686307,64238,North America,3
35913,-57.390133,24.341377,35913,North America,3
30633,-60.23313,21.820919,30633,North America,3
7377,-62.39819,19.135592,7377,North America,3
3842,-66.229225,24.877775,3842,North America,3
13490,-36.720875,1.7100447,13490,North America,3
13969,-33.581535,-0.7946464,13969,North America,3
27411,-59.314457,20.468489,27411,North America,3
19331,-64.14599,27.750986,19331,North America,3
396878,-53.189724,33.717533,396878,North America,3
17310,-61.230392,28.560244,17310,North America,3
19693,-57.537,7.9667406,19693,North America,3
11317,-56.909058,34.96054,11317,North America,3
393886,-58.981903,22.382622,393886,North America,3
27611,-59.939922,35.504467,27611,North America,3
399924,-56.407715,41.143353,399924,,6
11402,-60.071426,24.965189,11402,North America,3
7896,-56.877934,35.065502,7896,North America,3
14383,-56.550533,41.000397,14383,North America,3
213230,-56.860027,40.65672,213230,Europe,1
29802,-58.723526,35.558887,29802,North America,3
2698,-56.658382,35.261147,2698,North America,3
37199,22.826828,2.2644818,37199,Africa,2
328137,-28.86678,-16.290697,328137,Africa,2
37611,22.771687,-0.004591234,37611,Africa,2
37680,35.544792,27.601292,37680,Africa,2
327750,8.174869,0.2699111,327750,Africa,2
2018,33.721413,25.180319,2018,Africa,2
37474,20.762457,42.695946,37474,Africa,2
11845,14.206751,-6.4775653,11845,Africa,2
328453,41.89334,25.609482,328453,Africa,2
37519,-25.376627,-19.27186,37519,Africa,2
37236,-62.851826,13.8299,37236,Africa,2
327849,-61.064045,-4.4157634,327849,Africa,2
32437,7.0964136,4.457917,32437,Africa,2
37457,22.8327,0.045780823,37457,Africa,2
37315,-0.21993695,-0.8745211,37315,Africa,2
22355,0.20893359,0.2058614,22355,Africa,2
37640,-25.26528,-18.893328,37640,Africa,2
3741,31.694826,24.22323,3741,Africa,2
328114,0.44383326,-1.4142252,328114,Africa,2
36874,32.301693,25.75547,36874,Africa,2
10474,20.882471,43.2888,10474,Africa,2
36937,2.6096904,1.5630277,36937,Africa,2
328262,-30.807642,-16.152012,328262,Africa,2
37520,7.615279,-0.07808777,37520,Africa,2
327987,-30.087576,-16.728012,327987,Africa,2
15022,11.625153,1.1079614,15022,Africa,2
327794,-22.446527,-7.083055,327794,Africa,2
327813,34.24903,24.708017,327813,Africa,2
16637,1.8429513,-15.043204,16637,Africa,2
328049,-25.290455,-16.14391,328049,Africa,2
7489,-64.3967,1.7092367,7489,North America,3
328039,-9.180513,-22.082203,328039,Africa,2
37670,-14.797977,-17.493528,37670,Africa,2
327935,-29.98633,-17.016293,327935,Africa,2
208814,-54.151367,37.34792,208814,Europe,1
