,X,Y,ASN,Continent,Colors
39392,68.53548,-5.5070796,39392,Europe,1
39790,44.20934,10.285293,39790,Europe,1
200114,26.487394,-36.084545,200114,Europe,1
204064,25.723383,-33.344128,204064,Europe,1
42189,28.671152,-33.94951,42189,Europe,1
28972,5.1892457,-34.24963,28972,Europe,1
56427,27.490107,-30.844128,56427,Europe,1
48417,43.7099,11.33154,48417,Europe,1
197451,-56.674694,-11.102223,197451,Europe,1
198668,26.664688,-33.761833,198668,Europe,1
200635,-33.043762,-36.68404,200635,Europe,1
62099,23.018328,-34.59412,62099,Europe,1
29208,58.8982,27.064024,29208,Europe,1
35613,21.932486,-31.700151,35613,Europe,1
44712,66.71848,-6.336875,44712,Europe,1
206420,28.307827,-35.901573,206420,Europe,1
57728,29.74823,-33.84904,57728,Europe,1
29504,24.865849,-34.79653,29504,Europe,1
47834,23.59382,-32.244473,47834,Europe,1
29086,6.0101557,-34.631737,29086,Europe,1
5588,49.173985,20.538998,5588,Europe,1
48661,27.66066,-32.386147,48661,Europe,1
50163,5.551761,-34.372173,50163,Europe,1
33883,-67.861534,-1.3423125,33883,Europe,1
204332,-45.071075,-25.83214,204332,Europe,1
58220,24.62785,-30.985308,58220,Europe,1
20609,-30.900238,-22.0756,20609,Europe,1
199803,-47.994156,-29.907566,199803,Europe,1
197019,-67.83962,-1.9462489,197019,Europe,1
61169,3.7146432,-32.7956,61169,Europe,1
203488,-58.50924,-20.678034,203488,Europe,1
202657,-52.108284,-28.83718,202657,Europe,1
35046,27.607147,-30.918135,35046,Europe,1
50971,-44.743893,-25.406193,50971,Europe,1
6881,33.70611,-1.3369559,6881,Europe,1
202605,2.1603086,-33.511112,202605,Europe,1
49931,26.33091,-32.468643,49931,Europe,1
57294,-69.40015,18.143679,57294,Europe,1
43542,14.636109,-15.042262,43542,Europe,1
34093,-46.112423,-25.066696,34093,Europe,1
35592,25.816746,-31.193333,35592,Europe,1
25424,-14.04303,-38.711758,25424,Europe,1
15685,-17.260124,-25.688,15685,Europe,1
31461,21.334671,-26.341105,31461,Europe,1
28851,3.1168706,-33.112476,28851,Europe,1
197029,3.2604141,-33.24757,197029,Europe,1
206177,28.384645,-31.835459,206177,Europe,1
199101,1.7457364,-33.720222,199101,Europe,1
52029,-14.807106,-38.337494,52029,Europe,1
205535,1.0308315,-33.744713,205535,Europe,1
57707,23.194828,-32.340794,57707,Europe,1
43507,-45.85712,-24.545862,43507,Europe,1
47110,-68.74257,27.222351,47110,Europe,1
206287,-30.94907,-22.107512,206287,Europe,1
47727,-67.82602,-1.6035237,47727,Europe,1
200155,23.269318,-35.56564,200155,Europe,1
49985,-71.07736,27.992605,49985,Europe,1
204165,-69.79091,27.422962,204165,Europe,1
41046,-70.923744,27.972599,41046,Europe,1
196843,-57.89087,36.69269,196843,Europe,1
16246,-64.02928,34.696716,16246,Europe,1
208942,-8.825758,-45.959534,208942,Europe,1
60294,71.759026,30.803217,60294,Europe,1
8881,72.54194,30.408213,8881,Europe,1
680,52.31968,40.99802,680,Europe,1
13101,63.752075,26.848457,13101,Europe,1
6659,53.45886,-0.08428265,6659,Europe,1
48152,6.768367,-46.244236,48152,Europe,1
9145,61.728485,26.978548,9145,Europe,1
13045,70.36252,30.572021,13045,Europe,1
30962,11.480487,-33.720783,30962,Europe,1
6805,53.75118,25.493608,6805,Europe,1
61157,71.82832,30.994791,61157,Europe,1
9063,-31.60906,-40.432087,9063,Europe,1
25220,54.404266,47.28696,25220,Europe,1
213151,-70.80204,0.10851195,213151,Europe,1
29252,-70.35595,-5.10517,29252,Europe,1
553,61.344448,33.439808,553,Europe,1
12480,62.77459,29.589252,12480,Europe,1
205112,41.89302,-17.012241,205112,Europe,1
48154,28.59229,-21.821716,48154,Europe,1
198930,60.41867,21.24212,198930,Europe,1
25054,6.467393,-39.794018,25054,Europe,1
34936,48.070816,-9.912619,34936,Europe,1
3265,53.34805,31.375666,3265,Europe,1
35003,48.118393,42.67373,35003,Europe,1
1270,24.507128,-13.146054,1270,,6
203228,19.871824,-40.127434,203228,Europe,1
25579,-49.958027,-29.454899,25579,Europe,1
42184,52.142483,-0.46123517,42184,Europe,1
206479,53.031826,44.595787,206479,Europe,1
43341,42.46114,-15.708696,43341,Europe,1
57407,18.724165,-42.813293,57407,Europe,1
5409,17.343863,-44.2952,5409,Europe,1
39533,30.968159,41.98889,39533,Europe,1
20849,18.908466,-43.83736,20849,Europe,1
50469,62.355408,30.354214,50469,Europe,1
42652,49.95154,-11.2493515,42652,Europe,1
60351,42.03215,-10.67662,60351,Europe,1
62310,46.636784,5.625487,62310,Europe,1
60316,47.05894,48.89975,60316,Europe,1
34156,-8.022324,-44.414616,34156,Europe,1
47295,2.4473393,-26.593084,47295,Europe,1
15598,50.620247,17.987104,15598,Europe,1
39138,49.995014,45.62368,39138,Europe,1
24603,63.499043,29.178482,24603,Europe,1
199284,-72.459305,11.713863,199284,Europe,1
25291,53.78947,41.637455,25291,Europe,1
20880,71.62839,30.219421,20880,Europe,1
34878,44.93986,44.03519,34878,Europe,1
16097,16.456448,-42.67057,16097,Europe,1
196819,61.14943,30.907679,196819,Europe,1
9211,56.53572,24.644547,9211,Europe,1
47447,7.621463,-44.091785,47447,Europe,1
12360,58.14238,25.039488,12360,Europe,1
29484,16.679792,-41.246384,29484,Europe,1
47992,-5.314047,-43.074947,47992,Europe,1
1273,30.206053,8.383296,1273,,6
209335,20.121248,-19.186115,209335,Europe,1
62023,10.62887,-37.405712,62023,Europe,1
20676,71.27821,30.892813,20676,Europe,1
48139,37.676537,-22.659132,48139,Europe,1
29037,-51.4295,-20.485592,29037,Europe,1
15366,15.058833,-43.255726,15366,Europe,1
209040,-9.9584675,-34.67213,209040,Europe,1
201701,46.19042,-12.45226,201701,Europe,1
20783,7.843824,-27.483828,20783,Europe,1
200519,9.322831,-38.093716,200519,Europe,1
12676,51.914993,42.686813,12676,Europe,1
30823,51.556545,19.148909,30823,Europe,1
44156,50.20746,19.455948,44156,Europe,1
9135,2.8070173,-37.497997,9135,Europe,1
20561,15.895024,-24.725128,20561,Europe,1
33988,47.657074,35.304375,33988,Europe,1
29551,41.54172,-14.129294,29551,Europe,1
34081,9.148831,-36.763824,34081,Europe,1
15943,70.51728,28.240318,15943,Europe,1
60664,7.168193,-28.377811,60664,Europe,1
12611,45.84883,-10.597581,12611,Europe,1
12941,-44.795704,-32.047283,12941,Europe,1
31317,7.9547806,-45.497272,31317,Europe,1
8859,-11.621403,-35.729206,8859,Europe,1
204786,41.74702,-2.5331283,204786,Europe,1
20686,61.755413,30.364515,20686,Europe,1
198967,51.057926,19.414068,198967,Europe,1
56357,48.024803,5.253067,56357,Europe,1
12306,28.370657,-3.6928718,12306,Europe,1
35244,62.396347,31.399994,35244,Europe,1
43847,-17.512566,-32.35685,43847,Europe,1
8820,51.388504,29.593464,8820,Europe,1
34953,49.516083,-9.734039,34953,Europe,1
15817,31.818523,44.927814,15817,Europe,1
35258,60.88325,26.722439,35258,Europe,1
34568,14.798099,-44.598164,34568,Europe,1
57342,-33.18006,-29.529415,57342,Europe,1
20810,-12.918833,-42.595757,20810,Europe,1
196616,50.16788,17.573828,196616,Europe,1
5539,54.06943,44.04352,5539,Europe,1
48200,43.405582,-16.434608,48200,Europe,1
3257,45.92376,33.19226,3257,North America,3
29014,-36.08547,-40.346935,29014,Europe,1
16218,19.219585,-25.246197,16218,Europe,1
15456,5.1173778,-38.318806,15456,Europe,1
12579,49.193462,18.521883,12579,Europe,1
12759,-51.116768,-27.758053,12759,Europe,1
200567,49.97776,-6.5574236,200567,Europe,1
52088,52.074474,27.499815,52088,Europe,1
21263,54.091263,25.493166,21263,Europe,1
43910,-15.251224,-29.757002,43910,Europe,1
21175,41.971474,22.302456,21175,Europe,1
8937,-30.267788,-40.774166,8937,Europe,1
29413,15.298345,-42.214462,29413,Europe,1
12897,7.6424804,-44.844376,12897,Europe,1
12312,62.571327,29.091202,12312,Europe,1
196610,-45.11528,-32.787823,196610,Europe,1
57353,-50.952263,-30.501408,57353,Europe,1
25394,28.97768,-22.204794,25394,Europe,1
8365,41.686035,-16.575417,8365,Europe,1
41589,44.636574,24.40587,41589,Europe,1
197252,-61.620636,-11.892683,197252,Europe,1
57154,16.662117,-41.856255,57154,Europe,1
25415,-57.63616,-22.878172,25415,Europe,1
28876,-31.043854,-30.920176,28876,Europe,1
42699,46.814106,5.113327,42699,Europe,1
198726,43.160137,-11.832605,198726,Europe,1
20694,61.77814,22.192547,20694,Europe,1
202329,49.186466,16.288935,202329,Europe,1
197540,54.0031,44.998035,197540,Europe,1
202208,-50.82535,-29.048439,202208,Europe,1
50629,63.823772,26.242004,50629,Europe,1
206313,-9.261674,-45.85835,206313,Europe,1
48284,47.636425,17.443205,48284,Europe,1
21476,15.097729,-41.581017,21476,Europe,1
8489,43.5675,-6.1101723,8489,Europe,1
201213,-12.823832,-42.756626,201213,Europe,1
29670,46.990128,4.2417955,29670,Europe,1
62336,61.856625,25.92171,62336,Europe,1
206339,-17.666813,-40.78402,206339,Europe,1
12731,51.099247,44.604008,12731,Europe,1
15743,62.75548,27.698736,15743,Europe,1
203329,55.42679,42.54238,203329,Europe,1
16188,14.737451,-25.966448,16188,Europe,1
35227,2.7895777,-37.237045,35227,Europe,1
51167,-71.36818,-1.6115977,51167,Europe,1
33984,8.830963,-39.492405,33984,Europe,1
15763,54.748615,45.75344,15763,Europe,1
205100,-10.6535845,-40.4148,205100,Europe,1
201396,-43.11947,-33.075535,201396,Europe,1
21473,55.005234,43.395683,21473,Europe,1
199938,49.282806,-6.9154305,199938,Europe,1
35833,38.802395,-7.927348,35833,Europe,1
35061,46.871773,3.8496788,35061,Europe,1
60955,27.839272,-3.7361753,60955,Europe,1
50324,20.257574,-41.903976,50324,Europe,1
209620,-17.901266,-11.057463,209620,Europe,1
208854,-9.833647,-13.267109,208854,Europe,1
198672,52.511414,20.407545,198672,Europe,1
20886,-64.73316,-11.031145,20886,Europe,1
201035,-53.441265,-27.347286,201035,Europe,1
48344,41.12697,-10.894518,48344,Europe,1
12931,63.129097,25.487644,12931,Europe,1
16316,61.744633,29.186022,16316,Europe,1
21161,6.838692,-42.79691,21161,Europe,1
209915,24.12357,39.596653,209915,Europe,1
25538,47.42727,17.279367,25538,Europe,1
8763,55.534107,29.27962,8763,Europe,1
39257,19.627068,-44.09952,39257,Europe,1
48328,41.929855,5.9075747,48328,Europe,1
35710,-50.87175,-30.52068,35710,Europe,1
51057,8.81804,-27.088797,51057,Europe,1
12816,47.8863,16.061228,12816,Europe,1
64475,-31.664976,-40.46394,64475,Europe,1
8879,62.182846,28.500813,8879,Europe,1
51871,45.5717,32.32448,51871,Europe,1
8319,61.43101,28.862053,8319,Europe,1
20677,17.719267,-39.871914,20677,Europe,1
9182,-28.47472,-33.202763,9182,Europe,1
42442,17.129555,-43.565475,42442,Europe,1
8823,7.8579206,-44.783592,8823,Europe,1
206549,23.955168,46.526596,206549,Europe,1
12337,58.32896,29.116041,12337,Europe,1
28753,47.273476,43.011063,28753,Europe,1
15987,45.16927,23.812162,15987,Europe,1
198570,61.45545,31.689384,198570,Europe,1
207439,-57.9659,-20.705084,207439,Europe,1
21385,18.842524,-41.323566,21385,Europe,1
51862,40.936245,-12.71367,51862,Europe,1
51417,16.64513,-28.266129,51417,Europe,1
35368,43.832882,-9.382132,35368,Europe,1
9188,41.948322,-10.53728,9188,Europe,1
24786,2.340254,-39.351044,24786,Europe,1
34154,19.585192,-25.345903,34154,Europe,1
15372,22.497274,-8.333148,15372,Europe,1
21173,14.743553,-34.32396,21173,Europe,1
31078,48.45083,17.097431,31078,Europe,1
2857,28.700397,46.69934,2857,Europe,1
6724,48.012108,44.04313,6724,Europe,1
201709,36.003788,-23.925581,201709,Europe,1
20755,-28.14732,-34.35598,20755,Europe,1
55002,25.919958,34.655895,55002,North America,3
15540,2.3654754,-26.501,15540,Europe,1
15368,3.0591042,-21.38056,15368,Europe,1
44066,59.74848,31.154894,44066,Europe,1
41998,70.48213,31.397007,41998,Europe,1
49225,-31.568733,-39.074986,49225,Europe,1
8208,-8.7332735,-36.458916,8208,Europe,1
12586,44.514336,31.902288,12586,Europe,1
8351,-11.172471,-38.333374,8351,Europe,1
15894,17.050634,-26.923311,15894,Europe,1
56912,-43.02441,-33.801693,56912,Europe,1
58243,6.0096064,-39.00119,58243,Europe,1
197269,-54.668888,31.089342,197269,Europe,1
58212,-75.15195,17.696095,58212,Europe,1
20773,9.126195,-40.545803,20773,Europe,1
8391,53.446743,47.687695,8391,Europe,1
48821,46.785152,47.578438,48821,Europe,1
203520,44.968903,-13.553931,203520,Europe,1
12374,32.684666,46.13586,12374,Europe,1
12316,-28.297792,-42.533314,12316,Europe,1
62365,10.533168,-38.8204,62365,Europe,1
204053,-4.6963954,-31.957481,204053,Europe,1
6735,-44.020527,-31.587215,6735,Europe,1
15830,7.9521217,-40.710766,15830,Europe,1
15451,28.461922,-2.5111663,15451,Europe,1
59507,10.773498,-42.42206,59507,Europe,1
39702,61.60592,30.212383,39702,Europe,1
24764,14.565486,-24.159342,24764,Europe,1
36352,-58.579376,7.6503234,36352,North America,3
202040,53.732857,0.2520306,202040,Europe,1
61343,16.775227,-27.96271,61343,Europe,1
24679,41.732944,-11.892722,24679,Europe,1
202716,-16.097977,-29.8988,202716,Europe,1
196714,-39.920456,-29.672676,196714,Europe,1
202077,-28.693771,-42.257835,202077,Europe,1
34372,17.020697,-42.883774,34372,Europe,1
42263,32.315247,45.497917,42263,Europe,1
204796,5.1586914,-38.49145,204796,Europe,1
197975,17.253311,-18.249924,197975,Europe,1
200486,-35.524445,-39.072056,200486,Europe,1
28748,45.402264,-10.601185,28748,Europe,1
25038,-24.027714,-23.061707,25038,Europe,1
202539,-9.700343,-13.177623,202539,Europe,1
205614,52.74166,47.34811,205614,Europe,1
20647,52.4326,41.73561,20647,Europe,1
35065,44.48646,44.06251,35065,Europe,1
200462,51.35079,46.22639,200462,Europe,1
207306,54.602962,-0.6684818,207306,Europe,1
59752,17.208336,-41.118675,59752,Europe,1
29317,-7.094645,-32.769077,29317,Europe,1
12843,-31.889233,-41.92361,12843,Europe,1
41955,-17.93612,-32.79608,41955,Europe,1
8893,54.610798,44.815754,8893,Europe,1
9067,49.193497,21.662928,9067,Europe,1
208974,-9.227407,-12.903942,208974,Europe,1
41723,-0.24542128,-42.87343,41723,Europe,1
50030,-31.331142,-41.11937,50030,Europe,1
15844,63.884148,30.31743,15844,Europe,1
59775,-38.509995,-30.338274,59775,Europe,1
41451,-0.22245729,-42.94025,41451,Europe,1
16205,-50.41066,-28.720867,16205,Europe,1
15594,18.553518,-17.161903,15594,Europe,1
702,-3.7904606,-30.62259,702,North America,3
200801,-33.006332,-41.9056,200801,Europe,1
15725,13.6215,-40.6133,15725,Europe,1
8520,-28.503183,-33.05422,8520,Europe,1
201011,39.236076,-16.872128,201011,Europe,1
12571,-2.6876187,-31.502043,12571,Europe,1
12886,-36.636475,-39.011974,12886,Europe,1
44973,54.48932,0.5745131,44973,Europe,1
210303,-50.22291,35.271294,210303,Europe,1
207671,-66.94427,-10.056872,207671,Europe,1
51978,-55.64461,-20.963993,51978,Europe,1
29018,-42.451813,-31.365927,29018,Europe,1
24909,12.78599,-17.363024,24909,Europe,1
29008,-51.640556,-21.088972,29008,Europe,1
200924,-32.237293,-40.931976,200924,Europe,1
205046,-18.137285,-32.867622,205046,Europe,1
13246,44.164265,-5.955221,13246,Europe,1
12808,-52.251896,-26.674364,12808,Europe,1
51483,54.081593,24.252598,51483,Europe,1
204052,-32.66478,-40.23175,204052,Europe,1
28979,-33.951416,-41.409733,28979,Europe,1
8648,-52.628597,-27.349936,8648,Europe,1
44946,-46.209663,-9.845797,44946,Europe,1
33824,25.359735,-22.214417,33824,Europe,1
197164,-48.289387,32.500668,197164,Europe,1
41585,11.650377,-40.102894,41585,Europe,1
29140,-30.046766,-31.94264,29140,Europe,1
12923,-37.353855,-38.78537,12923,Europe,1
48918,-30.78402,-30.996042,48918,Europe,1
16202,-31.301983,-39.797703,16202,Europe,1
21413,-30.197083,-41.662125,21413,Europe,1
199412,-12.018368,-42.33127,199412,Europe,1
39083,-43.693306,-31.689577,39083,Europe,1
205790,-67.136475,10.105772,205790,Europe,1
48585,-38.786686,-30.164173,48585,Europe,1
197095,42.152462,-18.023907,197095,Europe,1
44365,-61.939564,-11.430762,44365,Europe,1
208183,-29.91687,-33.553795,208183,Europe,1
34788,8.517667,-45.807865,34788,Europe,1
202113,-69.29271,2.6666615,202113,Europe,1
203478,-6.8625956,-33.576183,203478,Europe,1
16360,-67.64033,10.368376,16360,Europe,1
44974,-12.214003,-42.26384,44974,Europe,1
25486,-65.96968,-11.213149,25486,Europe,1
24956,-62.92691,-11.231151,24956,Europe,1
200561,-17.289507,-40.851585,200561,Europe,1
29624,-28.336693,-34.62365,29624,Europe,1
13335,-67.769585,32.733727,13335,North America,3
29505,-66.12519,34.997845,29505,Europe,1
198225,-51.99472,-21.190708,198225,Europe,1
39835,28.644293,11.799927,39835,Europe,1
42730,-67.0127,21.253248,42730,Europe,1
43566,-28.753895,-33.50096,43566,Europe,1
12874,49.334484,33.296974,12874,Europe,1
205597,-72.7858,11.389184,205597,Europe,1
56876,-66.65914,3.039214,56876,Europe,1
208927,-59.000122,-11.415529,208927,Europe,1
47297,-65.407585,-10.475473,47297,Europe,1
211960,-68.495094,31.306015,211960,Europe,1
49855,-72.42155,20.100119,49855,Europe,1
60767,-72.798416,23.814655,60767,Europe,1
208563,-72.88254,21.99644,208563,Asia,0
206813,-61.077118,40.99175,206813,Europe,1
211083,-66.413574,35.814568,211083,,6
207790,-62.832127,37.554977,207790,Europe,1
49745,-61.054207,40.9645,49745,Europe,1
198452,22.825556,-16.235973,198452,Europe,1
44869,59.78758,18.626291,44869,Europe,1
60111,15.527384,-36.671505,60111,Europe,1
49974,58.61801,18.984812,49974,Europe,1
39642,52.4832,14.702815,39642,Europe,1
35158,59.75292,18.885275,35158,Europe,1
9158,49.55373,45.42487,9158,Europe,1
3292,66.39783,28.08746,3292,Europe,1
204151,60.122944,19.82496,204151,Europe,1
197301,15.610683,-36.884995,197301,Europe,1
60876,56.59877,25.702715,60876,Europe,1
51468,68.34362,11.67498,51468,Europe,1
1835,51.874493,12.873112,1835,,6
204652,46.663857,16.245821,204652,Europe,1
203953,13.800667,-42.42457,203953,Europe,1
199289,23.868656,-9.977652,199289,Europe,1
31027,48.311058,-14.1418495,31027,Europe,1
44134,16.479527,-37.58123,44134,Europe,1
15516,3.4582005,-44.679886,15516,Europe,1
48854,25.202599,44.68783,48854,Europe,1
43557,43.401096,-0.42365968,43557,Europe,1
206157,1.9301275,-24.26625,206157,Europe,1
207934,39.64143,43.49003,207934,Europe,1
205938,-22.397566,-43.867657,205938,Europe,1
205206,-20.998835,-45.652374,205206,Europe,1
62113,49.317974,45.796844,62113,Europe,1
198901,-2.5932546,-43.27001,198901,Europe,1
42541,40.780224,-20.893623,42541,Europe,1
197288,41.566105,45.362064,197288,Europe,1
16095,-12.282966,-35.254845,16095,Europe,1
204274,-37.435703,-31.538528,204274,Europe,1
197317,66.200455,28.46078,197317,Europe,1
34705,-38.926167,-31.369934,34705,Europe,1
29100,-44.788044,-29.224287,29100,Europe,1
59795,47.66059,46.109547,59795,Europe,1
47304,-2.6810987,-43.031113,47304,Europe,1
33796,-28.02077,-25.043972,33796,Europe,1
202914,-57.287914,37.90677,202914,Europe,1
30892,23.96601,6.9723835,30892,Europe,1
42612,23.929104,7.6625576,42612,Europe,1
48386,25.345783,9.860381,48386,North America,3
39020,20.643814,-1.0747899,39020,Europe,1
48146,42.038746,33.708797,48146,Europe,1
12479,35.66487,-19.113222,12479,Europe,1
766,40.9973,34.72859,766,Europe,1
13287,27.672764,5.8308983,13287,Europe,1
12430,34.036858,-19.367773,12430,Europe,1
43655,33.5081,-18.902514,43655,Europe,1
6739,33.8873,-19.816338,6739,Europe,1
199853,35.10593,-18.272137,199853,Europe,1
200434,32.039696,-22.165222,200434,Europe,1
5505,-5.5529885,-38.083263,5505,Europe,1
39069,40.12904,35.673717,39069,Europe,1
57929,20.246244,28.166288,57929,Europe,1
57269,36.56351,-18.775963,57269,Europe,1
34760,-4.3967094,-8.835909,34760,Europe,1
44431,-0.6211534,-3.63586,44431,Europe,1
15954,19.447683,37.73106,15954,Europe,1
3262,22.44098,-15.745729,3262,Europe,1
50926,-0.830043,-19.174753,50926,Europe,1
15699,-4.289064,-8.990875,15699,Europe,1
49638,-3.2353852,-8.514338,49638,Europe,1
15704,16.238642,-47.746967,15704,Europe,1
35699,27.562721,5.7768984,35699,Europe,1
200030,-47.253147,-17.639595,200030,Europe,1
201843,-20.20507,-10.766928,201843,Europe,1
29119,35.410732,-18.727789,29119,Europe,1
199652,-17.77848,-9.758986,199652,Europe,1
20815,31.738245,22.631903,20815,Europe,1
206268,-20.28922,-11.9905615,206268,Europe,1
13041,40.995712,34.84297,13041,Europe,1
202583,-17.896435,-16.115025,202583,Europe,1
203641,-3.7991803,-13.163521,203641,Europe,1
204234,-18.46519,-16.616724,204234,Europe,1
205697,-11.012946,-18.647943,205697,Europe,1
59908,-7.3273883,-38.078373,59908,Europe,1
15630,20.899458,-1.803026,15630,Europe,1
60609,-52.461926,-10.326812,60609,Europe,1
60493,-35.56354,-32.185078,60493,Europe,1
205645,22.164967,-15.203042,205645,Europe,1
205775,-19.396263,-16.86517,205775,Europe,1
203457,-4.11792,-8.950525,203457,Europe,1
33932,-35.116787,-32.666054,33932,Europe,1
34285,-46.862396,-17.554104,34285,Europe,1
29680,-18.090738,-21.048132,29680,Europe,1
48846,-21.978144,-20.493847,48846,Europe,1
15450,-46.032337,-9.536186,15450,Europe,1
206404,-52.63909,-10.524521,206404,Europe,1
197712,26.81482,14.1661625,197712,Europe,1
39551,-45.34837,-9.278167,39551,Europe,1
51718,4.278773,7.1137457,51718,Europe,1
51773,-50.117874,35.818165,51773,Europe,1
34977,-18.153677,-14.525676,34977,Europe,1
8311,34.07283,-20.761274,8311,Europe,1
57910,33.048683,-19.991821,57910,Europe,1
25412,-68.38429,20.400549,25412,Europe,1
43382,-24.483606,-44.44361,43382,Europe,1
39857,56.484344,13.559335,39857,Europe,1
35382,-38.89906,-39.580456,35382,Europe,1
1741,43.895138,-0.9856836,1741,Europe,1
203817,-21.263893,-44.28405,203817,Europe,1
42885,-4.420012,-46.009747,42885,Europe,1
1739,-43.453884,-16.752712,1739,,6
16086,50.597816,11.220581,16086,Europe,1
201557,48.280315,-20.79499,201557,Europe,1
719,69.298225,26.161394,719,Europe,1
16302,71.456245,21.68895,16302,Europe,1
203296,69.866936,13.060421,203296,Europe,1
60846,37.392513,-24.734282,60846,Europe,1
198024,-0.29344884,-24.580908,198024,Europe,1
3274,60.550297,45.767426,3274,Europe,1
1759,56.364513,9.516371,1759,Europe,1
20798,-17.768875,-45.20137,20798,Europe,1
43016,-5.8603806,-45.261856,43016,Europe,1
198936,-0.25407457,-24.57192,198936,Europe,1
39699,-39.67742,-38.86207,39699,Europe,1
58340,-65.60963,-10.118543,58340,Europe,1
20904,70.192085,12.811977,20904,Europe,1
42252,-5.6725125,-45.46147,42252,Europe,1
51728,-26.483511,-43.817657,51728,Europe,1
6667,61.18863,14.914764,6667,Europe,1
203602,-39.2274,-39.406017,203602,Europe,1
30798,42.67628,48.01661,30798,Europe,1
49866,47.869053,-21.770355,49866,Europe,1
51164,-26.030666,-43.65639,51164,Europe,1
196655,-52.047424,-30.662325,196655,Europe,1
59397,-26.492838,-43.63858,59397,Europe,1
51935,-5.688551,-45.193398,51935,Europe,1
201587,-3.8993425,-45.46397,201587,Europe,1
50585,-3.5521595,-46.483974,50585,Europe,1
51319,45.48308,-9.346488,51319,Europe,1
24751,-39.997696,-32.61263,24751,Europe,1
16331,-54.09526,-28.44864,16331,Europe,1
211722,-71.87331,23.423285,211722,Europe,1
44506,-61.95065,-20.657734,44506,Europe,1
198859,-61.98447,-20.838963,198859,Europe,1
35540,40.194817,22.549667,35540,Europe,1
204092,25.172842,42.951023,204092,Europe,1
30889,42.547108,-13.327238,30889,Europe,1
50620,36.71795,24.094795,50620,Europe,1
24904,31.58864,2.7784064,24904,Europe,1
15557,52.844612,32.897198,15557,Europe,1
5410,52.287056,32.991512,5410,Europe,1
44788,38.448303,41.719482,44788,Europe,1
2259,42.292763,31.339893,2259,,6
51458,30.110981,21.091633,51458,Europe,1
8362,21.614498,28.5969,8362,Europe,1
8426,38.29861,31.40238,8426,Europe,1
201080,39.66124,24.521057,201080,Europe,1
57752,36.517063,23.99975,57752,Europe,1
34019,35.08291,42.355717,34019,Europe,1
41090,29.200073,3.096243,41090,Europe,1
42970,6.9836464,-3.1243248,42970,Europe,1
39180,33.789505,38.15519,39180,Europe,1
209097,33.846565,38.223217,209097,Europe,1
44494,-36.860992,-20.283503,44494,Europe,1
57943,-4.252363,-16.251064,57943,Europe,1
41405,50.070198,47.290543,41405,Europe,1
2486,33.573505,37.49316,2486,Europe,1
41690,30.01275,1.8235843,41690,Europe,1
39534,29.32033,39.18099,39534,Europe,1
60362,22.833822,-2.9686823,60362,Europe,1
35661,-4.9112973,-17.679272,35661,Europe,1
51806,17.263012,-11.301935,51806,Europe,1
12629,-16.22905,-19.03776,12629,Europe,1
208574,3.9765193,-23.658371,208574,Europe,1
16347,56.449993,44.543312,16347,Europe,1
8228,52.799053,32.81963,8228,Europe,1
51207,30.875309,-21.118551,51207,Europe,1
39405,37.760773,35.226887,39405,Europe,1
199422,38.556297,21.36441,199422,Europe,1
20766,49.85826,47.520233,20766,Europe,1
57809,-18.145702,-19.792725,57809,Europe,1
204708,28.339281,16.073328,204708,Europe,1
197696,37.96274,23.052479,197696,Europe,1
50446,21.874832,27.966206,50446,Europe,1
35426,29.831387,2.7430599,35426,Europe,1
39542,-3.1540835,0.6962756,39542,Europe,1
30781,38.87574,23.959213,30781,Europe,1
208261,31.738619,2.6706002,208261,Europe,1
29075,38.012493,22.815716,29075,Europe,1
203476,26.155403,11.273647,203476,Europe,1
205555,-19.177532,-19.82668,205555,Europe,1
15401,38.672318,21.417656,15401,Europe,1
57734,35.146416,39.492424,57734,Europe,1
50818,-21.901272,-10.251118,50818,Europe,1
41653,-0.26219037,-19.789606,41653,Europe,1
197422,30.37222,5.5416083,197422,Europe,1
58308,28.804888,3.2389627,58308,Europe,1
202898,-11.5093155,-22.349121,202898,Europe,1
29605,28.04764,1.3181148,29605,Europe,1
39605,30.241062,3.2182326,39605,Europe,1
64444,-14.724464,-14.093905,64444,Europe,1
13193,22.677849,-5.7194896,13193,Europe,1
209523,27.088871,44.012283,209523,Europe,1
13273,-10.550312,-23.037409,13273,Europe,1
44141,35.87818,22.060705,44141,Europe,1
39886,2.7414708,0.46017778,39886,Europe,1
43142,37.75044,25.568556,43142,Europe,1
20965,23.79093,19.167976,20965,Europe,1
52039,21.40683,38.44057,52039,Europe,1
16363,-3.8857605,-18.674051,16363,Europe,1
207642,-57.68015,-7.431106,207642,Europe,1
200836,-5.154682,-17.215048,200836,Europe,1
56990,-26.985718,-29.872835,56990,Europe,1
1307,21.989973,44.935722,1307,,6
33835,24.930536,6.3019423,33835,Europe,1
8218,39.010345,23.702282,8218,Europe,1
51630,-19.004572,-11.212652,51630,Europe,1
39931,37.508614,24.786688,39931,Europe,1
20926,21.366062,28.450405,20926,Europe,1
59689,27.983416,3.0899382,59689,Europe,1
198060,1.3994184,2.285598,198060,Europe,1
35600,27.68204,2.200606,35600,Europe,1
513,45.419838,39.91619,513,Europe,1
29152,26.930666,12.661548,29152,Europe,1
60983,-45.198578,34.6953,60983,Europe,1
203585,-20.86099,-10.279222,203585,Europe,1
