Peer IP,X,Y,ASN,Continent,Type,rrc
80.249.208.107,7.5792913,55.087147,20495,Europe,NSP,rrc03
80.249.208.111,-27.402336,3.8634841,30132,North America,Not Disclosed,rrc03
80.249.208.112,7.5792913,55.087147,41327,Europe,NSP,rrc03
80.249.208.116,7.5792913,55.087147,6730,Europe,Cable/DSL/ISP,rrc03
80.249.208.122,6.677424,5.4387393,6461,North America,NSP,rrc03
80.249.208.126,7.5792913,55.087147,24875,Europe,Content,rrc03
80.249.208.149,-21.850735,10.397125,15435,Europe,Cable/DSL/ISP,rrc03
80.249.208.160,7.5792913,55.087147,5466,Europe,Cable/DSL/ISP,rrc03
80.249.208.162,7.5792913,55.087147,49544,Europe,NSP,rrc03
80.249.208.165,7.5792913,55.087147,12414,Europe,Cable/DSL/ISP,rrc03
80.249.208.171,7.5792913,55.087147,15703,Europe,NSP,rrc03
80.249.208.180,7.5792913,55.087147,9031,Europe,NSP,rrc03
80.249.208.189,-0.36094567,8.380355,20562,Europe,NSP,rrc03
80.249.208.200,-20.025421,-0.5098721,12859,Europe,NSP,rrc03
80.249.208.208,8.04903,4.814172,12956,Europe,Cable/DSL/ISP,rrc03
80.249.208.209,-20.947433,11.473931,51088,Europe,NSP,rrc03
80.249.208.215,7.5792913,55.087147,16265,Europe,Content,rrc03
80.249.208.233,7.5792913,55.087147,31027,Europe,NSP,rrc03
80.249.208.236,18.662865,0.81350553,8220,Europe,NSP,rrc03
80.249.208.250,7.5792913,55.087147,42,North America,Educational/Research,rrc03
80.249.208.34,-28.366152,2.2860324,1103,Europe,Educational/Research,rrc03
80.249.208.49,-18.980986,9.938389,1140,Europe,Non-Profit,rrc03
80.249.208.51,7.5792913,55.087147,8708,Europe,Cable/DSL/ISP,rrc03
80.249.208.66,7.5792913,55.087147,5583,Europe,Not Disclosed,rrc03
80.249.208.87,14.85392,1.4374744,6774,Europe,NSP,rrc03
80.249.208.95,7.5792913,55.087147,5413,Europe,Cable/DSL/ISP,rrc03
80.249.209.104,7.5792913,55.087147,5524,Europe,Cable/DSL/ISP,rrc03
80.249.209.115,7.5792913,55.087147,32934,North America,Content,rrc03
80.249.209.119,7.5792913,55.087147,13101,Europe,Cable/DSL/ISP,rrc03
80.249.209.145,-20.116247,11.971698,6908,Europe,NSP,rrc03
80.249.209.150,5.600389,4.61994,6939,North America,NSP,rrc03
80.249.209.164,7.5792913,55.087147,32934,North America,Content,rrc03
80.249.209.167,-28.832235,11.428518,6453,North America,NSP,rrc03
80.249.209.17,7.5792913,55.087147,12779,Europe,NSP,rrc03
80.249.209.176,-27.424982,3.652922,14907,North America,Non-Profit,rrc03
80.249.209.255,-1.5896168,8.58859,3214,Europe,Cable/DSL/ISP,rrc03
80.249.209.53,-23.57244,5.8642783,8218,Europe,NSP,rrc03
80.249.209.74,7.5792913,55.087147,21263,Europe,Cable/DSL/ISP,rrc03
80.249.209.89,13.476748,1.518495,8966,Asia,NSP,rrc03
80.249.210.134,-25.763067,-2.331025,34019,Europe,Non-Profit,rrc03
80.249.210.137,7.5792913,55.087147,21320,Europe,Educational/Research,rrc03
80.249.210.150,-27.834991,4.7086,199524,Europe,Content,rrc03
80.249.210.153,-32.559834,5.2694864,24482,Asia,NSP,rrc03
80.249.210.156,-14.686133,5.936437,6233,North America,Non-Profit,rrc03
80.249.210.163,-27.867058,3.2286015,51185,Europe,,rrc03
80.249.210.189,-0.43235928,8.836304,37721,Africa,Cable/DSL/ISP,rrc03
80.249.210.208,-21.614565,0.18255424,29467,Europe,NSP,rrc03
80.249.210.70,-21.19989,0.93145055,50673,Europe,Enterprise,rrc03
80.249.210.78,-31.510704,5.849508,59605,Asia,NSP,rrc03
80.249.210.85,-30.023846,2.3410075,25160,Europe,NSP,rrc03
80.249.210.89,7.5792913,55.087147,31042,Europe,NSP,rrc03
80.249.210.99,-10.259226,-5.073359,50763,Europe,Content,rrc03
80.249.211.160,7.5792913,55.087147,714,North America,Content,rrc03
80.249.211.161,-21.146389,0.467792,8283,Europe,Non-Profit,rrc03
80.249.211.198,7.5792913,55.087147,6866,Asia,Cable/DSL/ISP,rrc03
80.249.211.217,-28.324627,3.8172925,8455,Europe,NSP,rrc03
80.249.211.237,-19.845737,9.850353,199938,Europe,NSP,rrc03
80.249.211.82,7.5792913,55.087147,200020,Europe,NSP,rrc03
80.249.213.102,-27.198925,1.5381172,47147,Europe,NSP,rrc03
80.249.213.107,-9.088221,-7.1740613,60501,Europe,Cable/DSL/ISP,rrc03
80.249.213.136,7.5792913,55.087147,44684,Europe,Content,rrc03
80.249.214.179,7.5792913,55.087147,199181,Europe,Cable/DSL/ISP,rrc03
80.67.167.1,-2.9806514,7.5750694,57199,Europe,Non-Profit,rrc00
80.77.16.114,-24.63116,1.0568626,34549,Europe,NSP,rrc00
80.81.192.100,7.5792913,55.087147,9063,Europe,NSP,rrc12
80.81.192.11,7.5792913,55.087147,5413,Europe,Cable/DSL/ISP,rrc12
80.81.192.113,13.809534,2.728066,35320,Europe,NSP,rrc12
80.81.192.121,-29.86301,6.936792,1239,North America,NSP,rrc12
80.81.192.123,12.637746,53.08943,8560,Europe,NSP,rrc12
80.81.192.13,-23.571991,5.864704,8218,Europe,NSP,rrc12
80.81.192.138,7.5792913,55.087147,15600,Europe,Cable/DSL/ISP,rrc12
80.81.192.162,-27.898758,1.8639245,24961,Europe,Content,rrc12
80.81.192.168,7.5792913,55.087147,20940,Europe,Content,rrc12
80.81.192.172,5.478509,4.8871417,6939,North America,NSP,rrc12
80.81.192.173,7.5792913,55.087147,21320,Europe,Educational/Research,rrc12
80.81.192.175,-27.05982,2.292988,553,Europe,Educational/Research,rrc12
80.81.192.187,13.33077,2.5549185,33891,Europe,NSP,rrc12
80.81.192.191,15.597876,4.3020105,8551,Asia,Cable/DSL/ISP,rrc12
80.81.192.194,-28.488827,12.251308,6762,Europe,NSP,rrc12
80.81.192.207,7.5792913,55.087147,12713,Europe,NSP,rrc12
80.81.192.222,-21.91432,10.550966,680,Europe,Educational/Research,rrc12
80.81.192.228,13.476748,1.5184948,8966,Asia,NSP,rrc12
80.81.192.231,-9.106364,-5.794435,57695,North America,NSP,rrc12
80.81.192.244,-20.116077,11.972213,6908,Europe,NSP,rrc12
80.81.192.250,7.5792913,55.087147,21263,Europe,Cable/DSL/ISP,rrc12
80.81.192.28,7.5792913,55.087147,20940,Europe,Content,rrc12
80.81.192.3,7.5792913,55.087147,21473,Europe,Cable/DSL/ISP,rrc12
80.81.192.46,-28.812975,11.413884,2914,North America,NSP,rrc12
80.81.192.49,7.5792913,55.087147,5430,Europe,NSP,rrc12
80.81.192.52,7.5792913,55.087147,60169,Europe,NSP,rrc12
80.81.192.6,7.5792913,55.087147,8365,Europe,Educational/Research,rrc12
80.81.192.61,18.877544,0.67421067,8220,Europe,NSP,rrc12
80.81.192.69,7.5792913,55.087147,8447,Europe,Cable/DSL/ISP,rrc12
80.81.192.78,13.405176,2.788026,8359,Europe,Cable/DSL/ISP,rrc12
80.81.192.79,7.5792913,55.087147,21385,Europe,NSP,rrc12
80.81.192.83,7.5792913,55.087147,13101,Europe,Cable/DSL/ISP,rrc12
80.81.192.87,7.5792913,55.087147,8708,Europe,Cable/DSL/ISP,rrc12
80.81.193.139,-20.9553,-1.2070689,48362,Europe,Cable/DSL/ISP,rrc12
80.81.193.141,-27.952007,2.381103,14061,North America,Content,rrc12
80.81.193.145,-25.762701,-2.3312051,34019,Europe,Non-Profit,rrc12
80.81.193.153,7.5792913,55.087147,6866,Asia,Cable/DSL/ISP,rrc12
80.81.193.18,-33.716885,5.2531176,24482,Asia,NSP,rrc12
80.81.193.194,-22.052496,0.22778577,48919,Europe,Cable/DSL/ISP,rrc12
80.81.193.252,-28.688856,2.3527243,199524,Europe,Content,rrc12
80.81.193.61,18.907724,0.53207105,8220,Europe,NSP,rrc12
80.81.193.65,-12.648328,-3.4937434,51184,Europe,Cable/DSL/ISP,rrc12
80.81.194.100,-27.43068,1.6918705,47692,Europe,NSP,rrc12
80.81.194.119,-27.568727,3.3990445,34288,Europe,Educational/Research,rrc12
80.81.194.131,-22.35244,-1.323691,20811,Europe,NSP,rrc12
80.81.194.140,-22.209467,-1.3851833,25220,Europe,Content,rrc12
80.81.194.186,-29.139023,1.7798084,12779,Europe,NSP,rrc12
80.81.194.190,7.5792913,55.087147,31042,Europe,NSP,rrc12
80.81.194.213,-1.7861409,8.789834,3214,Europe,Cable/DSL/ISP,rrc12
80.81.194.215,7.5792913,55.087147,42708,Europe,NSP,rrc12
80.81.194.26,6.5784445,5.7954926,6461,North America,NSP,rrc12
80.81.194.40,7.5792913,55.087147,32934,North America,Content,rrc12
80.81.194.45,-12.162243,-3.874933,205112,Europe,NSP,rrc12
80.81.194.59,-21.390081,-1.258014,29140,Europe,Content,rrc12
80.81.194.79,7.5792913,55.087147,31027,Europe,NSP,rrc12
80.81.194.83,13.57841,2.6110446,50384,Europe,NSP,rrc12
80.81.195.14,-9.088224,-7.1740627,60501,Europe,Cable/DSL/ISP,rrc12
80.81.195.143,-31.56672,6.0819426,51185,Europe,,rrc12
80.81.195.146,-0.74953675,-7.4439363,209102,Europe,,rrc12
80.81.195.166,-27.52449,1.1593975,47147,Europe,NSP,rrc12
80.81.195.171,-11.818571,-3.8710387,64475,Europe,Non-Profit,rrc12
80.81.195.178,-10.081596,-4.2120442,206356,Europe,Non-Profit,rrc12
80.81.195.219,-11.071584,-4.2973523,58057,Europe,NSP,rrc12
80.81.195.241,-12.150668,-3.2225382,49697,Europe,Educational/Research,rrc12
80.81.195.252,8.583183,58.848995,18403,Asia,Cable/DSL/ISP,rrc12
80.81.195.35,-12.949247,-2.9687417,35710,Europe,NSP,rrc12
80.81.195.40,7.5792913,55.087147,32934,North America,Content,rrc12
80.81.195.98,-18.958088,1.281923,6233,North America,Non-Profit,rrc12
80.81.196.120,-2.3616688,8.940869,37721,Africa,Cable/DSL/ISP,rrc12
80.81.196.146,7.5792913,55.087147,41327,Europe,NSP,rrc12
80.81.196.156,-21.040585,-0.05831827,34927,Europe,NSP,rrc12
80.81.196.189,-22.381935,0.5665074,21412,Europe,Cable/DSL/ISP,rrc12
80.81.196.197,-22.681847,0.46608502,58299,Europe,NSP,rrc12
80.81.196.225,-9.86326,-4.4306273,213151,Europe,Educational/Research,rrc12
80.81.196.239,7.5792913,55.087147,59890,Europe,Cable/DSL/ISP,rrc12
80.81.196.241,-1.8656888,8.974448,206499,Europe,NSP,
86.104.125.1,6.1669626,4.612423,39107,Europe,Route Server,rrc22
86.104.125.108,4.013332,2.2457316,33823,Europe,Cable/DSL/ISP,rrc22
86.104.125.113,1.742348,3.7143862,35505,Europe,Cable/DSL/ISP,rrc22
86.104.125.130,11.348491,50.729973,8075,North America,Content,rrc22
86.104.125.132,7.5792913,55.087147,203929,Europe,Cable/DSL/ISP,rrc22
86.104.125.145,3.1462758,2.9351833,3233,Europe,Enterprise,rrc22
86.104.125.156,1.5245911,3.342746,48571,Europe,Content,rrc22
86.104.125.167,11.348491,50.729973,6830,Europe,Cable/DSL/ISP,
86.104.125.170,2.4926538,3.3868701,203574,Europe,Cable/DSL/ISP,rrc22
86.104.125.47,2.2654936,3.0648973,39668,Europe,Cable/DSL/ISP,rrc22
86.104.125.53,-6.9460683,-3.783024,57050,Europe,Enterprise,
86.104.125.59,-5.8831306,-3.1478453,56430,Europe,Content,rrc22
86.104.125.66,4.1066103,2.1468418,35267,Europe,Cable/DSL/ISP,rrc22
86.104.125.67,11.348491,50.729973,10310,North America,Content,rrc22
86.104.125.81,3.0843046,3.0366626,31554,Europe,NSP,rrc22
86.104.125.93,-12.824854,3.8042173,31313,Europe,NSP,rrc22
86.104.125.97,18.358507,0.53313327,8220,Europe,NSP,rrc22
89.234.186.6,-12.030434,1.9821666,204092,Europe,Non-Profit,rrc00
91.132.202.2,-12.932787,-3.0258415,35710,Europe,NSP,rrc25
91.206.52.103,-5.977266,-2.2515163,196621,Europe,Educational/Research,rrc20
91.206.52.109,-20.34023,0.22063322,198385,Europe,NSP,rrc20
91.206.52.115,6.578338,5.7943907,6461,North America,NSP,rrc20
91.206.52.116,-23.572208,5.8645477,8218,Europe,NSP,rrc20
91.206.52.117,-24.732738,1.1234969,25091,Europe,NSP,rrc20
91.206.52.126,-15.528768,-13.373106,20612,Europe,Non-Profit,rrc20
91.206.52.127,-15.528702,-13.373099,20612,Europe,Non-Profit,rrc20
91.206.52.130,-22.667568,0.46761686,58299,Europe,NSP,rrc20
91.206.52.141,-4.085819,-5.0392923,59891,Europe,Content,rrc20
91.206.52.149,-26.838625,3.3615005,15547,Europe,Cable/DSL/ISP,rrc20
91.206.52.15,-21.390627,9.432834,15623,Europe,,rrc20
91.206.52.157,-8.099575,-2.9829025,48550,Europe,Content,rrc20
91.206.52.17,-18.313066,1.3214854,31424,Europe,NSP,rrc20
91.206.52.172,18.596249,0.81121045,8220,Europe,NSP,rrc20
91.206.52.177,-13.131934,1.594907,58057,Europe,NSP,rrc20
91.206.52.180,-21.745794,1.4201958,62167,Europe,NSP,rrc20
91.206.52.197,-16.30264,2.7396648,51873,Europe,NSP,rrc20
91.206.52.205,-33.717884,5.253484,24482,Asia,NSP,rrc20
91.206.52.216,1.0643611,4.6027837,202032,Europe,Cable/DSL/ISP,rrc20
91.206.52.219,-3.5520551,9.604588,60501,Europe,Cable/DSL/ISP,rrc20
91.206.52.233,-25.761406,-2.3311777,34019,Europe,Non-Profit,rrc20
91.206.52.236,-19.044252,0.12926033,34927,Europe,NSP,rrc20
91.206.52.246,-7.847549,-3.213423,51786,Europe,Content,rrc20
91.206.52.32,-9.050036,-2.040338,21232,Europe,Cable/DSL/ISP,rrc20
91.206.52.38,-16.090754,3.8144605,59890,Europe,Cable/DSL/ISP,rrc20
91.206.52.40,-20.95381,-1.0832919,48362,Europe,Cable/DSL/ISP,rrc20
91.206.52.5,-27.547483,1.132581,47147,Europe,NSP,rrc20
91.206.52.57,-12.648181,-3.493744,51184,Europe,Cable/DSL/ISP,rrc20
91.206.52.60,-14.537281,1.0062095,202194,Europe,Enterprise,rrc20
91.206.52.68,-7.6320624,-3.5736349,12307,Europe,Content,rrc20
91.206.52.9,-14.2051,2.0829892,29691,Europe,Content,rrc20
91.206.52.90,-13.649742,1.8267677,59414,Europe,Content,rrc20
91.206.52.94,11.348491,50.729973,1836,Europe,Cable/DSL/ISP,rrc20
91.206.53.12,-13.1706,-3.2485974,50869,Europe,Network Services,rrc20
91.212.242.251,-6.4452777,-3.5465772,49420,Europe,NSP,
93.159.141.1,-8.367202,-1.6461059,49102,Europe,NSP,rrc00
93.159.187.1,-6.1629405,-1.2787699,205148,Europe,Educational/Research,rrc00
94.177.122.233,-1.2595452,-5.519175,60474,Europe,Content,rrc00
94.177.122.242,-1.2595085,-5.5193067,35619,,Educational/Research,rrc00
94.177.122.245,7.5792913,55.087147,47422,Europe,Route Server,rrc00
94.177.122.251,-13.110197,1.6156482,58057,Europe,NSP,rrc00
94.247.111.254,-3.933287,-4.905658,49673,Europe,NSP,rrc00
97.107.176.1,3.496094,52.604782,6391,North America,NSP,rrc00
