ASN,Location bias,Network size bias,Topology bias,IXP related bias,Network type bias,RIR region,Customer cone (#ASNs),Customer cone (#prefixes),Location (country),#neighbors (total),Scope (PeeringDB),Network type (PeeringDB),Peering policy (PeeringDB),#IXPs (PeeringDB),#facilities (PeeringDB),is_in_peeringDB,is_ris_peer_v4,is_ris_peer_v6,is_routeviews_peer
41847,0.05,0.04,0.0,-0.08,0.03,RIPE,8.0,37.0,GB,18.0,Global,NSP,Open,1.0,7.0,1.0,,,
41849,0.05,0.0,-0.01,0.0,-0.01,RIPE,4.0,12.0,IT,4.0,,,,,,0.0,,,
41853,0.04,-0.05,-0.03,-0.19,0.07,RIPE,1.0,4.0,RU,4.0,Europe,NSP,Open,0.0,1.0,1.0,,,
41854,0.04,-0.01,-0.07,0.0,-0.01,RIPE,2.0,89.0,RU,2.0,,,,,,0.0,,,
41855,0.04,-0.05,-0.12,0.0,-0.01,RIPE,1.0,5.0,RU,2.0,,,,,,0.0,,,
41859,0.03,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RO,2.0,,,,,,0.0,,,
41861,0.04,-0.09,-0.03,0.0,-0.01,RIPE,2.0,3.0,RU,4.0,,,,,,0.0,,,
41864,0.04,-0.09,-0.07,-0.12,-0.28,RIPE,2.0,2.0,RU,2.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
41866,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,GB,2.0,,,,,,0.0,,,
268837,-0.46,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,3.0,BR,2.0,,,,,,0.0,,,
41872,0.05,0.01,0.03,-0.19,-0.05,RIPE,2.0,23.0,CH,23.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
41876,0.04,-0.05,-0.12,0.0,-0.01,RIPE,1.0,4.0,ES,2.0,,,,,,0.0,,,
41877,0.0,-0.01,-0.07,0.0,-0.01,RIPE,2.0,8.0,GE,2.0,,,,,,0.0,,,
41878,0.05,-0.04,-0.03,0.0,-0.01,RIPE,1.0,16.0,AX,3.0,,,,,,0.0,,,
41879,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,MD,2.0,,,,,,0.0,,,
41880,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,1.0,NL,2.0,,,,,,0.0,,,
268839,-0.46,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,2.0,BR,2.0,,,,,,0.0,,,
399098,-0.1,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,CA,2.0,,,,,,0.0,,,
41884,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,2.0,SE,2.0,,,,,,0.0,,,
41885,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,6.0,HU,2.0,,,,,,0.0,,,
41886,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
41887,0.05,0.05,0.09,0.03,0.13,RIPE,6.0,76.0,NL,73.0,Europe,NSP,Open,5.0,15.0,1.0,,,
41890,0.01,-0.09,-0.12,0.0,-0.01,RIPE,1.0,3.0,KW,2.0,,,,,,0.0,,,
41892,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
41893,0.05,-0.05,-0.03,0.0,-0.01,RIPE,1.0,6.0,DE,3.0,,,,,,0.0,,,
41894,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,FR,2.0,,,,,,0.0,,,
41895,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,RU,2.0,,,,,,0.0,,,
399100,-0.13,-0.18,-0.04,-0.19,-0.02,ARIN,1.0,1.0,US,3.0,Regional,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,
41898,0.05,0.02,-0.09,0.0,-0.01,RIPE,3.0,6.0,LV,5.0,,,,,,0.0,,,
399101,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
41901,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,BG,2.0,,,,,,0.0,,,
41902,0.0,-0.05,-0.12,0.0,-0.01,RIPE,1.0,9.0,TR,2.0,,,,,,0.0,,,
41904,0.04,-0.68,0.0,0.0,-0.01,RIPE,1.0,0.0,RU,6.0,,,,,,0.0,,,
41906,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,3.0,CH,2.0,,,,,,0.0,,,
41910,0.04,-0.14,-0.09,0.0,-0.01,RIPE,2.0,2.0,UA,3.0,,,,,,0.0,,,
41913,0.05,0.04,0.07,0.05,0.07,RIPE,4.0,26.0,CH,86.0,Global,NSP,Open,6.0,13.0,1.0,,,
399104,-0.13,-0.18,0.05,-0.19,0.01,ARIN,1.0,1.0,US,26.0,Asia Pacific,Content,Open,1.0,1.0,1.0,,,
41915,0.05,-0.09,-0.07,0.0,-0.01,RIPE,1.0,1.0,AT,2.0,,,,,,0.0,,,
41916,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,SI,2.0,,,,,,0.0,,,
41917,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,UA,2.0,,,,,,0.0,,,
41922,0.04,-0.05,-0.12,0.0,-0.01,RIPE,1.0,10.0,BG,2.0,,,,,,0.0,,,
41923,-0.0,-0.13,-0.12,0.0,-0.01,RIPE,1.0,2.0,IL,2.0,,,,,,0.0,,,
41925,0.04,0.02,-0.05,0.0,-0.01,RIPE,4.0,11.0,RU,5.0,,,,,,0.0,,,
41926,0.05,-0.05,-0.03,0.0,-0.01,RIPE,1.0,4.0,DE,3.0,,,,,,0.0,,,
268849,-0.46,-0.09,-0.12,0.0,-0.01,LACNIC,1.0,1.0,BR,2.0,,,,,,0.0,,,
41928,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
41929,0.04,-0.05,-0.03,0.0,-0.01,RIPE,1.0,5.0,RU,4.0,,,,,,0.0,,,
41930,0.04,-0.09,-0.04,-0.19,-0.18,RIPE,1.0,3.0,PL,7.0,Not Disclosed,,Open,1.0,0.0,1.0,,,
41931,0.04,0.02,-0.04,0.27,-0.1,RIPE,3.0,13.0,PL,14.0,Europe,Cable/DSL/ISP,Selective,2.0,2.0,1.0,,,
41932,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,UA,2.0,,,,,,0.0,,,
268850,-0.46,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,1.0,BR,2.0,,,,,,0.0,,,
399108,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
41935,0.05,0.0,0.0,0.0,-0.01,RIPE,1.0,14.0,FR,6.0,,,,,,0.0,,,
41936,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,1.0,GB,2.0,,,,,,0.0,,,
41938,0.04,-0.05,-0.09,0.0,-0.01,RIPE,2.0,6.0,RU,3.0,,,,,,0.0,,,
41940,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,UA,2.0,,,,,,0.0,,,
41941,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
41943,0.05,-0.03,-0.07,0.0,-0.01,RIPE,2.0,8.0,SE,2.0,,,,,,0.0,,,
399111,-0.13,-0.09,-0.12,-0.1,-0.06,ARIN,1.0,1.0,US,2.0,North America,Cable/DSL/ISP,Open,0.0,2.0,1.0,,,
41951,0.05,-0.05,-0.03,0.0,-0.01,RIPE,1.0,13.0,GB,3.0,,,,,,0.0,,,
41952,0.04,-0.05,-0.03,-0.12,-0.1,RIPE,1.0,6.0,PL,5.0,Not Disclosed,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,
41954,0.03,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RO,2.0,,,,,,0.0,,,
268854,-0.46,-0.05,-0.12,-0.19,-0.18,LACNIC,1.0,4.0,BR,2.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
41957,0.04,-0.05,-0.12,0.0,-0.01,RIPE,1.0,11.0,RU,2.0,,,,,,0.0,,,
268855,-0.46,-0.09,-0.07,-0.19,-0.14,LACNIC,1.0,1.0,BR,2.0,Regional,NSP,Open,0.0,0.0,1.0,,,
41959,0.04,-0.05,0.0,-0.19,-0.06,RIPE,1.0,10.0,PL,7.0,Regional,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,
41960,0.05,0.06,0.08,0.32,0.06,RIPE,13.0,115.0,NL,116.0,Europe,NSP,Selective,3.0,19.0,1.0,,,
41961,0.05,-0.09,-0.03,0.0,-0.01,RIPE,1.0,3.0,DE,3.0,,,,,,0.0,,,
41962,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,4.0,PT,2.0,,,,,,0.0,,,
399114,-0.13,0.0,-0.12,-0.12,0.06,ARIN,1.0,33.0,US,2.0,Global,Cable/DSL/ISP,No,0.0,8.0,1.0,,,1.0
41965,0.01,0.0,-0.07,0.0,-0.01,RIPE,1.0,21.0,AM,2.0,,,,,,0.0,,,
41967,0.04,0.02,0.0,0.0,-0.01,RIPE,9.0,39.0,UA,15.0,,,,,,0.0,,,
41969,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,DE,2.0,,,,,,0.0,,,
41971,0.03,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RO,2.0,,,,,,0.0,,,
399116,-0.1,-0.09,-0.09,-0.1,-0.14,ARIN,1.0,1.0,CA,3.0,North America,Cable/DSL/ISP,Open,1.0,2.0,1.0,,,
41974,0.05,-0.09,-0.03,-0.12,-0.03,RIPE,1.0,2.0,IT,26.0,Regional,Content,Open,2.0,0.0,1.0,,,
41975,0.04,-0.18,-0.03,0.0,-0.01,RIPE,1.0,1.0,RU,3.0,,,,,,0.0,,,
41976,0.04,0.0,-0.07,0.0,-0.01,RIPE,2.0,19.0,RU,2.0,,,,,,0.0,,,
399117,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
41980,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,3.0,SE,2.0,,,,,,0.0,,,
41983,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,4.0,CH,2.0,,,,,,0.0,,,
399118,-0.13,-0.18,-0.03,0.1,-0.13,ARIN,1.0,1.0,US,3.0,Not Disclosed,Non-Profit,Selective,0.0,0.0,1.0,,,
41985,0.04,0.04,-0.09,0.0,0.01,RIPE,3.0,24.0,UA,4.0,Regional,Cable/DSL/ISP,Open,4.0,2.0,1.0,,,
41986,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,IT,2.0,,,,,,0.0,,,
41987,0.04,-0.05,-0.01,0.0,-0.01,RIPE,1.0,4.0,UA,5.0,,,,,,0.0,,,
41988,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,GB,2.0,,,,,,0.0,,,
41993,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,1.0,FI,2.0,,,,,,0.0,,,
41994,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,3.0,ES,2.0,,,,,,0.0,,,
41999,0.04,-0.18,-0.09,0.0,-0.01,RIPE,1.0,1.0,RU,3.0,,,,,,0.0,,,
399121,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
399122,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,5.0,US,2.0,,,,,,0.0,,,
42004,0.05,-0.01,0.06,-0.03,-0.03,RIPE,1.0,6.0,GB,60.0,Europe,Cable/DSL/ISP,Open,2.0,3.0,1.0,,,
42005,0.05,0.04,0.07,0.0,-0.02,RIPE,8.0,52.0,SK,28.0,Europe,NSP,Open,4.0,2.0,1.0,,,
42008,0.05,-0.03,-0.12,0.0,-0.01,RIPE,1.0,5.0,DE,2.0,,,,,,0.0,,,
42010,0.05,0.04,0.01,0.02,0.01,RIPE,5.0,31.0,GB,68.0,Europe,Cable/DSL/ISP,Open,4.0,6.0,1.0,,,
268865,-0.46,-0.05,-0.09,0.0,-0.01,LACNIC,1.0,5.0,BR,4.0,,,,,,0.0,,,
42012,0.05,-0.18,-0.12,-0.19,-0.19,RIPE,1.0,1.0,EE,2.0,Regional,Not Disclosed,Open,1.0,0.0,1.0,,,
42013,-0.0,0.04,-0.09,0.1,0.03,RIPE,3.0,20.0,PS,4.0,Regional,NSP,Selective,1.0,1.0,1.0,,,
268866,-0.46,-0.05,-0.04,-0.19,-0.06,LACNIC,1.0,7.0,BR,10.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
399124,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
42016,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,EE,2.0,,,,,,0.0,,,
42017,0.01,-0.01,-0.12,-0.19,-0.04,RIPE,1.0,5.0,UZ,2.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
42020,-0.0,0.07,0.04,-0.12,-0.28,RIPE,135.0,2892.0,LB,99.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,
42021,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,PL,2.0,,,,,,0.0,,,
42022,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,NO,2.0,,,,,,0.0,,,
42026,0.03,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RO,2.0,,,,,,0.0,,,
42027,0.04,-0.18,-0.03,0.0,-0.01,RIPE,1.0,1.0,RU,3.0,,,,,,0.0,,,
42028,0.0,-0.18,-0.12,0.0,-0.01,RIPE,1.0,2.0,SA,2.0,,,,,,0.0,,,
42029,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,NO,2.0,,,,,,0.0,,,
268869,-0.46,-0.09,-0.12,0.1,0.05,LACNIC,1.0,2.0,BR,2.0,Regional,NSP,Selective,0.0,0.0,1.0,,,
42031,0.04,0.04,-0.0,0.0,-0.07,RIPE,6.0,45.0,RU,12.0,,Cable/DSL/ISP,Open,4.0,3.0,1.0,,,
42033,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
42034,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,3.0,DE,2.0,,,,,,0.0,,,
268870,-0.46,-0.09,-0.03,-0.19,-0.28,LACNIC,1.0,1.0,BR,3.0,Not Disclosed,Not Disclosed,Open,1.0,0.0,1.0,,,
42037,-0.06,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,US,2.0,,,,,,0.0,,,
42039,0.04,-0.09,-0.04,0.0,-0.01,RIPE,1.0,3.0,PL,3.0,,,,,,0.0,,,
268871,-0.46,-0.05,-0.12,0.0,-0.01,LACNIC,1.0,7.0,BR,2.0,,,,,,0.0,,,
42041,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,UA,2.0,,,,,,0.0,,,
42043,0.01,-0.05,-0.07,0.0,-0.01,RIPE,1.0,5.0,IR,2.0,,,,,,0.0,,,
42044,0.05,-0.05,0.04,-0.14,-0.05,RIPE,2.0,5.0,GB,49.0,Global,Enterprise,No,1.0,2.0,1.0,,,
42046,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,GB,2.0,,,,,,0.0,,,
268873,-0.46,-0.05,-0.12,-0.19,-0.18,LACNIC,1.0,6.0,BR,2.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
42050,0.05,-0.09,-0.12,0.0,-0.01,RIPE,1.0,1.0,NL,2.0,,,,,,0.0,,,
42052,0.04,-0.18,-0.03,0.0,-0.01,RIPE,1.0,1.0,UA,3.0,,,,,,0.0,,,
42057,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,UA,2.0,,,,,,0.0,,,
42059,0.05,-0.18,-0.07,0.0,-0.01,RIPE,1.0,1.0,CH,1.0,,,,,,0.0,,,
42061,0.05,-0.05,-0.12,0.0,-0.01,RIPE,1.0,4.0,AT,2.0,,,,,,0.0,,,
42063,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
42066,0.04,-0.09,-0.03,-0.19,-0.01,RIPE,1.0,3.0,UA,3.0,Regional,Content,Open,1.0,0.0,1.0,,,
42068,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,3.0,UA,2.0,,,,,,0.0,,,
399135,-0.13,-0.05,-0.12,-0.19,-0.18,ARIN,1.0,4.0,US,2.0,Not Disclosed,,Open,1.0,0.0,1.0,,,
42072,0.04,-0.18,-0.07,0.0,-0.01,RIPE,1.0,2.0,RU,1.0,,,,,,0.0,,,
42074,0.04,-0.18,-0.07,0.0,-0.01,RIPE,1.0,1.0,UA,1.0,,,,,,0.0,,,
268879,-0.46,-0.05,-0.06,0.0,-0.01,LACNIC,1.0,7.0,BR,5.0,,,,,,0.0,,,
42081,0.05,-0.01,-0.12,0.0,-0.01,RIPE,1.0,6.0,GB,2.0,,,,,,0.0,,,
42083,0.0,-0.05,-0.12,0.0,-0.01,RIPE,1.0,4.0,TR,2.0,,,,,,0.0,,,
42085,0.05,-0.18,-0.03,0.0,-0.01,RIPE,1.0,1.0,CH,17.0,,,,,,0.0,,,
42086,0.04,-0.05,-0.12,0.0,-0.01,RIPE,1.0,7.0,BG,2.0,,,,,,0.0,,,
42088,0.04,-0.18,-0.09,0.0,-0.01,RIPE,1.0,1.0,UA,3.0,,,,,,0.0,,,
42090,0.05,-0.01,0.02,-0.19,-0.07,RIPE,1.0,6.0,IE,11.0,Regional,Cable/DSL/ISP,Open,0.0,1.0,1.0,,,
268882,-0.46,-0.09,-0.12,-0.19,-0.1,LACNIC,1.0,3.0,BR,2.0,Not Disclosed,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
399140,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,2.0,US,2.0,,,,,,0.0,,,
42097,0.04,-0.1,-0.01,0.0,-0.01,RIPE,2.0,4.0,RU,5.0,,,,,,0.0,,,
399141,-0.13,-0.05,-0.03,-0.19,-0.33,ARIN,1.0,5.0,US,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
42100,0.04,-0.18,-0.12,-0.19,-0.09,RIPE,1.0,1.0,BG,2.0,Global,Content,Open,1.0,1.0,1.0,,,
42102,0.05,-0.05,-0.02,0.0,-0.01,RIPE,1.0,3.0,DE,42.0,,,,,,0.0,,,
42104,0.04,-0.01,0.04,0.0,-0.01,RIPE,2.0,5.0,UA,19.0,,,,,,0.0,,,
399142,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,1.0,US,2.0,,,,,,0.0,,,
42109,0.01,0.04,-0.01,-0.19,0.07,RIPE,4.0,41.0,AM,5.0,Europe,NSP,Open,0.0,1.0,1.0,,,
399143,-0.13,-0.05,-0.12,0.0,-0.01,ARIN,1.0,8.0,US,2.0,,,,,,0.0,,,
42112,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,UA,2.0,,,,,,0.0,,,
42118,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,PL,2.0,,,,,,0.0,,,
42119,0.04,-0.18,-0.12,-0.19,-0.12,RIPE,1.0,1.0,RU,2.0,Global,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
268887,-0.46,-0.05,0.0,-0.19,-0.07,LACNIC,1.0,4.0,BR,9.0,Regional,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,
399145,-0.13,-0.18,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
42128,0.05,-0.18,-0.03,0.0,-0.01,RIPE,1.0,2.0,CH,3.0,,,,,,0.0,,,
268889,-0.46,-0.18,-0.12,0.0,-0.01,LACNIC,1.0,1.0,BR,2.0,,,,,,0.0,,,
42133,0.04,-0.09,-0.12,0.0,-0.01,RIPE,1.0,1.0,MK,2.0,,,,,,0.0,,,
42134,0.04,-0.18,-0.09,0.0,-0.01,RIPE,2.0,2.0,UA,3.0,,,,,,0.0,,,
268890,-0.46,-0.09,0.0,0.0,-0.01,LACNIC,1.0,3.0,BR,8.0,,,,,,0.0,,,
399148,-0.13,-0.09,-0.12,0.0,-0.01,ARIN,1.0,3.0,US,2.0,,,,,,0.0,,,
42139,0.04,0.02,-0.04,-0.19,-0.22,RIPE,4.0,46.0,RU,7.0,Regional,Not Disclosed,Open,1.0,0.0,1.0,,,
42141,0.04,-0.09,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
42144,0.04,-0.09,-0.07,0.0,-0.01,RIPE,1.0,1.0,RU,1.0,,,,,,0.0,,,
42146,0.04,-0.18,-0.03,0.0,-0.01,RIPE,1.0,1.0,UA,3.0,,,,,,0.0,,,
42149,0.04,0.02,0.04,0.0,-0.01,RIPE,3.0,41.0,RU,10.0,,,,,,0.0,,,
42151,0.04,-0.18,-0.03,0.0,-0.01,RIPE,1.0,1.0,RU,3.0,,,,,,0.0,,,
42156,0.05,0.05,0.09,-0.01,-0.01,RIPE,11.0,68.0,NL,40.0,Global,NSP,Open,2.0,13.0,1.0,,,
42162,0.05,0.02,0.04,-0.19,-0.04,RIPE,4.0,6.0,LI,9.0,Not Disclosed,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,
42164,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,UA,2.0,,,,,,0.0,,,
42165,0.05,-0.04,-0.12,0.0,-0.01,RIPE,1.0,2.0,IT,2.0,,,,,,0.0,,,
42166,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,DE,2.0,,,,,,0.0,,,
42168,0.05,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,CH,2.0,,,,,,0.0,,,
268897,-0.46,-0.0,0.06,0.0,-0.01,LACNIC,4.0,26.0,BR,10.0,,,,,,0.0,,,
42175,0.05,-0.04,-0.12,0.0,-0.01,RIPE,1.0,3.0,NO,2.0,,,,,,0.0,,,
42176,0.05,-0.05,0.02,0.1,0.07,RIPE,1.0,4.0,IT,14.0,Global,Content,Selective,1.0,0.0,1.0,,,
42177,0.04,-0.05,0.0,-0.01,-0.06,RIPE,1.0,4.0,PL,7.0,Regional,Cable/DSL/ISP,Open,2.0,4.0,1.0,,,
42178,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
268899,-0.46,-0.05,-0.12,-0.19,-0.28,LACNIC,1.0,5.0,BR,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,
42180,0.05,-0.18,-0.06,-0.03,-0.01,RIPE,1.0,1.0,IT,5.0,Europe,Cable/DSL/ISP,Open,2.0,3.0,1.0,,,
42181,0.05,-0.18,-0.09,0.1,-0.01,RIPE,1.0,1.0,LT,3.0,Europe,Cable/DSL/ISP,Selective,1.0,0.0,1.0,,,
42187,0.04,-0.01,-0.03,0.0,-0.01,RIPE,2.0,8.0,RU,4.0,,,,,,0.0,,,
42190,0.04,-0.18,-0.12,0.0,-0.01,RIPE,1.0,1.0,RU,2.0,,,,,,0.0,,,
42194,0.04,-0.09,-0.12,0.0,-0.01,RIPE,1.0,2.0,PL,2.0,,,,,,0.0,,,
42198,-0.06,-0.09,-0.03,-0.19,0.75,RIPE,1.0,3.0,US,3.0,Not Disclosed,Not Disclosed,Open,1.0,0.0,1.0,,,
